delta_generated_power3,delta_lambda3,delta_voltage3,dif_generated_power3,dif_lambda3,dif_myu_32,dif_myu_34,dif_myu_lower_p3,dif_myu_upper_p3,dif_voltage3,generated_power3,iteration3,lambda3,modified_dif_voltage3,myu32,myu34,myu_lower_p3,myu_upper_p3,original_generated_power3,original_lambda3,P_32,P_34,line32,line34,voltage3,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,1535270048.2077587
-40.0,0.0,0.0,0.0,0,-25000,-1000000,-40000,40000,0,-40000,1,0.0,0,0.0,0.0,0.0,0.0,-40000,0.0,0,0,0,0,350.0,0.0019216537475585938,1535270048.7167003
0.0,0.0,-0.004081631486880846,0.0,40000.0,-25000.0,-1000000.0,0,0,0.0,-40000,2,0.0,0.0,0.0,0.0,0.0,0.0,-40000,0.0,0.0,0.0,0,0,348.57142857142856,0.014224529266357422,1535270048.7422605
0.0,125.00000000000142,-0.003137806476858798,0.0,30624.99999999994,-20625.0,-995000.0,0,0,-175.000000000002,-40000,3,0.012500000000000143,-175.000000000002,0.0,0.0,0.0,0.0,-40000,0.012500000000000143,-4375.0,-5000.000000000056,0,0,347.47767857142856,0.012137651443481445,1535270048.765942
0.0,3.8752480158729847,-0.0027833309263620596,-0.012500000000000143,27080.078125000196,-17763.67187500006,-994316.4062500001,0,0,-683.5937500000022,-40000,4,0.0613281250000003,-683.5937500000022,0.0,0.0,0,0.0062500000000000715,-40000,0.0613281250000003,-7236.328124999944,-5683.593749999858,0,0,346.5105329241071,0.013553857803344727,1535270048.7911072
0.0,0.981977635193563,-0.0024499654484792716,-0.05507812500000023,23770.294189453238,-15571.746826171875,-993198.5473632814,0,0,-844.4946289062484,-40000,5,0.12164916992187519,-844.4946289062484,0.0,0.0,0,0.03378906250000019,-40000,0.12164916992187519,-9428.253173828125,-6801.452636718636,0,0,345.66159384591236,0.014912843704223633,1535270048.8179357
0.0,0.5641615399292415,-0.0022325771733073484,-0.087860107421875,21608.059406280576,-13937.61396408081,-992670.4454421997,0,0,-961.606788635248,-40000,6,0.19033536911010718,-961.606788635248,0.0,0.0,0,0.07771911621093769,-40000,0.19033536911010718,-11062.38603591919,-7329.554557800237,0,0,344.8898774385452,0.014339208602905273,1535270048.8435085
0.0,0.3911038894579704,-0.0020864997261868024,-0.11261625289916949,20149.15961772226,-12672.081105411224,-992477.078512311,0,0,-1042.72018969058,-40000,7,0.26481538265943433,-1042.72018969058,0.0,0.0,0,0.13402724266052243,-40000,0.26481538265943433,-12327.918894588776,-7522.921487688962,0,0,344.17026459505513,0.015822649002075195,1535270048.8705971
0.0,0.2967313559286751,-0.001985083532920488,-0.1307881399989119,19129.793851752907,-11660.968681681083,-992468.8251700718,0,0,-1100.5218098405692,-40000,8,0.3434240833623321,-1100.5218098405692,0.0,0.0,0,0.19942131265997837,-40000,0.3434240833623321,-13339.031318318917,-7531.174829928176,0,0,343.48705767177825,0.015662193298339844,1535270048.9004877
0.0,0.23788826894305404,-0.001912286087421911,-0.14400277070235373,18391.679959068,-10833.479255116003,-992558.200703952,0,0,-1144.0848934384044,-40000,9,0.4251444328936467,-1144.0848934384044,0.0,0.0,0,0.27142269801115526,-40000,0.4251444328936467,-14166.520744883997,-7441.799296048003,0,0,342.8302119589544,0.01267552375793457,1535270048.9257166
0.0,0.19801830756306393,-0.0018583354682398798,-0.1537217348824914,17838.624392430433,-10144.193860629059,-992694.4305318014,0,0,-1178.8865606310073,-40000,10,0.5093506157958615,-1178.8865606310073,0.0,0.0,0,0.34828356545240097,-40000,0.5093506157958615,-14855.806139370941,-7305.569468198627,0,0,342.19311823065334,0.01571345329284668,1535270048.9538074
0.0,0.16937411202221297,-0.0018171888984629583,-0.16106705034346053,17411.232084346095,-9562.780222285368,-992848.4518620607,0,0,-1208.028439374311,-40000,11,0.5956383614654551,-1208.028439374311,0.0,0.0,0,0.4288170906241312,-40000,0.5956383614654551,-15437.219777714632,-7151.548137939272,0,0,341.5712885133553,0.01339864730834961,1535270048.9782228
0.0,0.14786248151952538,-0.001785038773308544,-0.16682127084132392,17072.108825776268,-9068.07293713817,-993004.0358886381,0,0,-1233.222934477215,-40000,12,0.6837257139281133,-1233.222934477215,0.0,0.0,0,0.5122277260447932,-40000,0.6837257139281133,-15931.92706286183,-6995.9641113619,0,0,340.9615703410061,0.014694452285766602,1535270049.003562
0.0,0.1311336643690252,-0.0017594305772521796,-0.17149798788332016,16797.154877130368,-8644.638163068379,-993152.516714062,0,0,-1255.4160032002155,-40000,13,0.7733982855852716,-1255.4160032002155,0.0,0.0,0,0.5979767199864532,-40000,0.7733982855852716,-16355.361836931621,-6847.483285938011,0,0,340.36167195253716,0.013619661331176758,1535270049.028608
0.0,0.1177532484344061,-0.0017387391287407132,-0.17542156559881839,16570.40926299993,-8280.754997184515,-993289.6542658154,0,0,-1275.1471010055357,-40000,14,0.8644802213713813,-1275.1471010055357,0.0,0.0,0,0.6856875027858624,-40000,0.8644802213713813,-16719.245002815485,-6710.345734184585,0,0,339.76987162171577,0.014405250549316406,1535270049.0544953
0.0,0.10680224703982691,-0.0017218554106978355,-0.17879271858551882,16380.973392825981,-7967.208561870593,-993413.7648309554,0,0,-1292.7475454411633,-40000,15,0.9568193317600358,-1292.7475454411633,0.0,0.0,0,0.7750838620786218,-40000,0.9568193317600358,-17032.791438129407,-6586.235169044613,0,0,339.18483685768626,0.013432025909423828,1535270049.0795255
0.0,0.09766801700945853,-0.0017079977159814561,-0.18173546968141396,16221.15872855133,-7696.551360912279,-993524.6073676391,0,0,-1308.4457899942645,-40000,16,1.0502797453310546,-1308.4457899942645,0.0,0.0,0,0.8659515969193288,-40000,1.0502797453310546,-17303.44863908772,-6475.39263236095,0,0,338.605509760238,0.016125917434692383,1535270049.1078777
0.0,0.08992808974514452,-0.0016965965758184516,-0.18432814841172585,16085.359306020222,-7462.637411092572,-993622.7218949277,0,0,-1322.4210160645835,-40000,17,1.1447383893356677,-1322.4210160645835,0.0,0.0,0,0.9581156711251917,-40000,1.1447383893356677,-17537.36258890743,-6377.27810507235,0,0,338.0310326421659,0.014672279357910156,1535270049.133959
0.0,0.08328242868732127,-0.0016872237588698863,-0.18662271821047605,15969.356430484226,-7260.317444227752,-993709.0389862565,0,0,-1334.8289012569776,-40000,18,1.2400833108540232,-1334.8289012569776,0.0,0.0,0,1.0514270302304296,-40000,1.2400833108540232,-17739.682555772248,-6290.961013743527,0,0,337.4606984839343,0.015029430389404297,1535270049.1600912
0.0,0.07751232744447692,-0.0016795477911790088,-0.18865628062359363,15869.883083689048,-7085.2310093544875,-993784.6520743346,0,0,-1345.8129283492945,-40000,19,1.3362128057361158,-1345.8129283492945,0.0,0.0,0,1.1457551705422264,-40000,1.3362128057361158,-17914.768990645513,-6215.347925665441,0,0,336.8939169452311,0.01661849021911621,1535270049.1878142
0.0,0.07245462183369705,-0.0016733055771637056,-0.19045763519388936,15784.345849090838,-6933.658332435811,-993850.6875166551,0,0,-1355.5085458759186,-40000,20,1.4330348447272527,-1355.5085458759186,0.0,0.0,0,1.240983988139171,-40000,1.4330348447272527,-18066.34166756419,-6149.312483344971,0,0,336.3301903077636,0.013528823852539062,1535270049.21333
0.0,0.06798503284437325,-0.0016682838983773237,-0.19205085658808163,15710.643419996897,-6802.4102058579665,-993908.2332141389,0,0,-1364.0440728487738,-40000,21,1.5304665642164508,-1364.0440728487738,0.0,0.0,0,1.337009416433212,-40000,1.5304665642164508,-18197.589794142033,-6091.7667858610685,0,0,335.7690958999066,0.012978792190551758,1535270049.2381227
0.0,0.0640071263189316,-0.0016643070480538,-0.19345714778323875,15647.045099156541,-6688.743009176902,-993958.3020899796,0,0,-1371.5403438146968,-40000,22,1.6284337316317863,-1371.5403438146968,0.0,0.0,0,1.4337379903248313,-40000,1.6284337316317863,-18311.256990823098,-6041.697910020361,0,0,335.210272860651,0.012636899948120117,1535270049.2625127
