I_12,delta_generated_power1,delta_lambda1,delta_voltage1,dif_generated_power1,dif_lambda1,dif_myu_12,dif_myu_lower_p1,dif_myu_lower_v1,dif_myu_upper_p1,dif_myu_upper_v1,dif_voltage1,generated_power1,iteration1,lambda1,modified_dif_voltage1,myu12,myu_lower_p1,myu_lower_v1,myu_upper_p1,myu_upper_v1,original_generated_power1,original_lambda1,original_voltage1,line12,voltage1,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,1535270192.089409
0.0,0,0.0,0.0,15.0,0.0,-1000.0,0,-25,-20000,-25,0.0,0,1,0.0,0.0,0.0,7.5,0,0,0,0,0.0,350.0,0,350.0,0.00046324729919433594,1535270192.5917022
0.020796000091086453,0,3.662234197983467e-05,-0.0007679940271145824,7.5,7.278600031880258,-999.9792039999089,0,-25.0,-20000,-25.0,-0.1291799551774797,0,2,3.662234197983467e-05,-0.00036908907329694557,0.0,11.25,0,0,0,0,3.662234197983467e-05,349.9992320059729,0,349.9992320059729,0.013192176818847656,1535270192.615985
0.04426519907382703,0,5.5077746625063846e-05,-0.001680457963061599,3.74996337765802,15.492785680430964,-999.9557348009262,0,-24.999232005972885,-20000,-25.000767994027115,-0.17426449118260864,0,3,9.170008860489852e-05,-0.0004979189153711712,0.0,13.12498168882901,0,0,0,0,9.170008860489852e-05,349.9975515480098,0,349.9975515480098,0.0126953125,1535270192.6398528
0.058100147198349245,0,6.875145014884757e-05,-0.0022127609394715364,1.8749266110823852,20.334909264001197,-999.9418998528016,0,-24.997551548009824,-20000,-25.002448451990176,-0.21314264687110562,0,4,0.00016045153875374608,-0.0006090297716418044,0.0,14.062444994370203,0,0,0,0,0.00016045153875374608,349.99533878707035,0,349.99533878707035,0.011909723281860352,1535270192.665092
0.05651967020663483,0,8.675729189531957e-05,-0.0021128156407712595,0.937394554091043,19.781621122104642,-999.9434803297934,0,-24.995338787070352,-20000,-25.004661212929648,-0.29484306874598853,0,5,0.00024720883064906565,-0.0008424934419120414,0.0,14.531142271415725,0,0,0,0,0.00024720883064906565,349.9932259714296,0,349.9932259714296,0.012416601181030273,1535270192.6890512
0.04065451352791348,0,9.661722572429474e-05,-0.0014513192586491641,0.4686105197536264,14.228804339933564,-999.9593454864721,0,-24.99322597142958,-20000,-25.00677402857042,-0.36269152765945056,0,6,0.0003438260563733604,-0.0010363581363027135,0.0,14.765447531292537,0,0,0,0,0.0003438260563733604,349.99177465217093,0,349.99177465217093,0.011565685272216797,1535270192.7135062
0.012636013218326865,0,0.00010182559822717228,-0.0003074999434033998,0.23420864265108957,4.42250069081051,-999.9873639867817,0,-24.991774652170932,-20000,-25.008225347829068,-0.42878757911326487,0,7,0.00044565165460053267,-0.0012251680210435536,0.0,14.882551852618082,0,0,0,0,0.00044565165460053267,349.99146715222753,0,349.99146715222753,0.013509750366210938,1535270192.7378433
-0.024785447969229893,0,0.00010418022542912388,0.0012109796764434577,0.11700249572731725,-8.67469529877597,-999.9752145520308,0,-24.99146715222753,-20000,-25.00853284777247,-0.4968091052352357,0,8,0.0005498318800296565,-0.0014194100899596706,0.0,14.94105310048174,0,0,0,0,0.0005498318800296565,349.992678131904,0,349.992678131904,0.013662099838256836,1535270192.7629519
-0.0689227922605113,0,0.00010482402294231417,0.0029977082344885275,0.058397067638229945,-24.122472647585216,-999.9310772077395,0,-24.992678131903972,-20000,-25.007321868096028,-0.5676492822779322,0,9,0.0006546559029719707,-0.0016216216911595785,0.0,14.970251634300855,0,0,0,0,0.0006546559029719707,349.99567584013846,0,349.99567584013846,0.013165473937988281,1535270192.7875292
