delta_generated_power1,delta_lambda1,delta_voltage1,dif_generated_power1,dif_lambda1,dif_myu_12,dif_myu_lower_p1,dif_myu_upper_p1,dif_voltage1,generated_power1,iteration1,lambda1,modified_dif_voltage1,myu12,myu_lower_p1,myu_upper_p1,original_generated_power1,original_lambda1,P_12,line12,voltage1,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,1535268739.5053544
0.0,0.0,0.0,4.0,0,-2000000,0,-30000,0,0,1,0.0,0,0.0,2.0,0,0,0.0,0,0,350.0,0.0004608631134033203,1535268740.0078144
0.0,0.0,0.0,2.0,0.0,-2000000.0,0,-30000,0.0,0,2,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0,350.0,0.014439105987548828,1535268740.035243
0.0,312.5000000000085,-0.0001275509839651178,1.0,625.0000000000568,-1999375.0,0,-30000,-175.000000000002,0,3,0.031250000000000853,-175.000000000002,0.0,3.5,0,0,0.031250000000000853,625.0000000000568,0,349.9553571428571,0.011285066604614258,1535268740.0574605
0.0,1.766223086124358,-0.00029300603950331317,0.46874999999999917,1435.546875,-1998564.453125,0,-30000,-287.1093750000009,0,4,0.08662109375000099,-287.1093750000009,0.0,3.7343749999999996,0,0,0.08662109375000099,1435.546875,0,349.8528180803571,0.013620138168334961,1535268740.0820687
0.0,0.852436842923154,-0.0004634079792120653,0.17900390624999946,2269.744873046875,-1997730.2551269531,0,-30000,-358.5876464843747,0,5,0.1605453491210947,-358.5876464843747,0.0,3.823876953124999,0,0,0.1605453491210947,2269.744873046875,0,349.69069344656805,0.013886451721191406,1535268740.1068652
0.0,0.5362813158075044,-0.0006208469685090376,0.015577697753906106,3039.4625663757042,-1996960.5374336243,0,-30000,-390.29531478881654,0,6,0.24669644832611126,-390.29531478881654,0.0,3.831665802001952,0,0,0.24669644832611126,3039.4625663757042,0,349.4735889775412,0.01299142837524414,1535268740.1306753
0.0,0.3803337742807705,-0.0007593196792513996,-0.07836225032806332,3715.07149189722,-1996284.928508103,0,-30000,-397.00016826390754,0,7,0.3405614729970703,-397.00016826390754,0.0,3.7924846768379203,0,0,0.3405614729970703,3715.07149189722,0,349.20822672812,0.014380216598510742,1535268740.1560612
0.0,0.28961977755079105,-0.0008782796929023665,-0.13304614983499063,4293.836147408115,-1995706.163852592,0,-30000,-390.0675698881862,0,8,0.4392237730266066,-390.0675698881862,0.0,3.725961601920425,0,0,0.4392237730266066,4293.836147408115,0,348.9015241461623,0.011976480484008789,1535268740.1805835
0.0,0.23129170477855276,-0.0009794230121799394,-0.1651853749470315,4784.111915460102,-1995215.88808454,0,-30000,-376.39577680928164,0,9,0.5408357174396764,-376.39577680928164,0.0,3.643368914446909,0,0,0.5408357174396764,4784.111915460102,0,348.55980186648657,0.014906883239746094,1535268740.206498
