I_21,I_23,delta_generated_power2,delta_lambda2,delta_voltage2,dif_generated_power2,dif_lambda2,dif_myu_21,dif_myu_23,dif_myu_lower_p2,dif_myu_lower_v2,dif_myu_upper_p2,dif_myu_upper_v2,dif_voltage2,generated_power2,iteration2,lambda2,modified_dif_voltage2,myu21,myu23,myu_lower_p2,myu_lower_v2,myu_upper_p2,myu_upper_v2,original_generated_power2,original_lambda2,original_voltage2,line21,line23,voltage2,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,350,0,1535270360.7370963
0.0,0.0,0.0,0,0.0,0.0,0.0,-1000.0,-20.0,0,-25,-7000,-25,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,350.0,0,0,350.0,0.0009713172912597656,1535270361.2442522
0.0,3.5714285714285916,312.50000000000176,0,-0.07098185892971287,0.0,1250.000000000007,-1000.0,-16.42857142857141,0.0,-25.0,-7000.0,-25.0,0.0,312.50000000000176,2,0,0.0,0.0,0.0,0.0,0,0,0,312.50000000000176,0,349.9290181410703,0,0,349.9290181410703,0.8184280395507812,1535270362.076364
-0.2511160714284576,5.96477391599186,423.6532788245582,0,-0.09536991110866211,0.0,1686.8746795420936,-999.7488839285716,-14.03522608400814,-312.50000000000176,-24.929018141070287,-6687.499999999998,-25.070981858929713,-0.19346089390347537,736.15327882456,3,0,-0.0005527734375000444,0.0,0.0,0,0,0,0,736.15327882456,0,349.8336482299616,0,0,349.8336482299616,0.011984825134277344,1535270362.0998776
-0.522966915840105,7.877751425393547,474.5640858301242,0,-0.10086144510546546,0.0,1836.7978180977298,-999.4770330841599,-12.122248574606452,-736.15327882456,-24.833648229961625,-6263.84672117544,-25.166351770038375,-1.5364631305691878,1210.7173646546842,4,0,-0.004405717007925655,0.0,0.0,0,0,0,0,1210.7173646546842,0,349.73278678485616,0,0,349.73278678485616,0.01471710205078125,1535270362.1259193
-0.7418759931357897,9.443570065678006,487.2219375769355,0,-0.09753044995562732,0.0,1832.5503530847698,-999.2581240068643,-10.556429934321994,-1210.7173646546842,-24.73278678485616,-5789.282635345316,-25.26721321514384,-2.9084349305742907,1697.9393022316196,5,0,-0.008349357417329412,0.0,0.0,0,0,0,0,1697.9393022316196,0,349.63525633490053,0,0,349.63525633490053,0.015325069427490234,1535270362.1551921
-0.8896122215052568,10.798361752934051,483.24386800864454,0,-0.09095396616942253,0.0,1766.5088801478125,-999.1103877784948,-9.201638247065949,-1697.9393022316196,-24.635256334900532,-5302.06069776838,-25.364743665099468,-4.16166479716912,2181.183170240264,6,0,-0.011958743052295866,0.0,0.0,0,0,0,0,2181.183170240264,0,349.5443023687311,0,0,349.5443023687311,0.01897454261779785,1535270362.2059236
-0.9731424710637653,12.014820859512524,471.6748677093783,0,-0.08358609126906913,0.0,1678.3725990299522,-999.0268575289363,-7.985179140487476,-2181.183170240264,-24.54430236873111,-4818.816829759736,-25.45569763126889,-5.208171795189026,2652.8580379496425,7,0,-0.014979448704700964,0.0,0.0,0,0,0,0,2652.8580379496425,0,349.46071627746204,0,0,349.46071627746204,0.01347208023071289,1535270362.2309666
-1.0067614967311134,13.131797897916464,456.28184574662055,0,-0.07641496867665865,0.0,1584.3658676988907,-998.9932385032689,-6.868202102083536,-2652.8580379496425,-24.46071627746204,-4347.1419620503575,-25.53928372253796,-6.019037882189808,3109.139883696263,8,0,-0.01732636841404464,0.0,0.0,0,0,0,0,3109.139883696263,0,349.3843013087854,0,0,349.3843013087854,0.013725996017456055,1535270362.2583063
-1.0047259430329536,14.170424809291672,438.71055789622596,0,-0.06977895263349865,0.0,1490.748615933407,-998.995274056967,-5.8295751907083275,-3109.139883696263,-24.384301308785382,-3890.860116303737,-25.615698691214618,-6.602340391287408,3547.850441592489,9,0,-0.019020842124892738,0.0,0.0,0,0,0,0,3547.850441592489,0,349.3145223561519,0,0,349.3145223561519,0.015396595001220703,1535270362.2888837
-0.9787880107839865,15.142641915223509,419.79047574815877,0,-0.06374827301897312,0.0,1399.7894197591195,-999.021211989216,-4.857358084776491,-3547.850441592489,-24.314522356151883,-3452.149558407511,-25.685477643848117,-6.984312080837872,3967.640917340648,10,0,-0.020136757378515033,0.0,0.0,0,0,0,0,3967.640917340648,0,349.2507740831329,0,0,349.2507740831329,0.016010761260986328,1535270362.3203428
-0.9378104327327297,16.055638482032226,400.0423497598299,0,-0.058294424702523884,0.0,1312.2722313329,-999.0621895672673,-3.9443615179677742,-3967.640917340648,-24.25077408313291,-3032.359082659352,-25.74922591686709,-7.19742919266048,4367.683267100478,11,0,-0.020766367994707075,0.0,0.0,0,0,0,0,4367.683267100478,0,349.1924796584304,0,0,349.1924796584304,0.0149078369140625,1535270362.347033
-0.8881396163720113,16.914149118756384,379.8594453463911,0,-0.053360625351444924,0.0,1228.4787300666894,-999.111860383628,-3.0858508812436156,-4367.683267100478,-24.192479658430386,-2632.3167328995223,-25.807520341569614,-7.27397628297185,4747.542712446869,12,0,-0.02100175848586829,0.0,0.0,0,0,0,0,4747.542712446869,0,349.13911903307894,0,0,349.13911903307894,0.014115333557128906,1535270362.372648
-0.8341625647012112,17.72163830376189,359.5646085143999,0,-0.04888836021535781,0.0,1148.535689781269,-999.1658374352988,-2.278361696238111,-4747.542712446869,-24.13911903307894,-2252.457287553131,-25.86088096692106,-7.243068606908207,5107.107320961269,13,0,-0.020926211592367083,0.0,0.0,0,0,0,0,5107.107320961269,0,349.0902306728636,0,0,349.0902306728636,0.014829635620117188,1535270362.3990011
-0.7788264742475378,18.480910553329995,339.4254581634732,0,-0.044825591004325815,0.0,1072.5172935960518,-999.2211735257524,-1.5190894466700051,-5107.107320961269,-24.090230672863584,-1892.8926790387313,-25.909769327136416,-7.1296134764460515,5446.532779124742,14,0,-0.020611145297724287,0.0,0.0,0,0,0,0,5446.532779124742,0,349.04540508185926,0,0,349.04540508185926,0.014217138290405273,1535270362.4249125
-0.7240557971622901,19.194423538642656,319.6586206292832,0,-0.04112798628619885,0.0,1000.4642112111787,-999.2759442028378,-0.8055764613573437,-5446.532779124742,-24.045405081859258,-1553.4672208752581,-25.954594918140742,-6.954256782648789,5766.191399754025,15,0,-0.020115891100633766,0.0,0.0,0,0,0,0,5766.191399754025,0,349.00427709557306,0,0,349.00427709557306,0.015947341918945312,1535270362.4518008
-0.6710639203405476,19.864446974104283,300.43305097768643,0,-0.03775793127658744,0.0,932.3813779432103,-999.3289360796595,-0.13555302589571738,-5766.191399754025,-24.00427709557306,-1233.808600245975,-25.99572290442694,-6.73377064918843,6066.6244507317115,16,0,-0.019488753799766622,0.0,0.0,0,0,0,0,6066.6244507317115,0,348.96651916429647,0,0,348.96651916429647,0.013453960418701172,1535270362.476288
-0.6205771865189524,20.49314111219737,281.87469221756237,0,-0.10454549760385135,0.0,868.2350092822526,-999.379422813481,0.493141112197371,-6066.6244507317115,-23.96651916429647,-933.3755492682885,-26.03348083570353,-6.481593989699926,6348.499142949274,17,0,-0.003026723107071274,0.0,2.465705560986855,0,0,0,0,6348.499142949274,0,348.9318360227629,0,1,348.8619736666926,0.01552438735961914,1535270362.502708
-0.8201448731044428,20.709880021318867,124.3000804271378,0,-0.1504939625437487,0.0,590.2731165645973,-999.5093958604792,1.0394207549024834,-6348.499142949274,-23.931836022762923,-651.5008570507262,-26.068163977237077,2.3268198714011064,6472.799223376412,18,0,-0.0033462930894721903,0.0,7.662809335499272,0,0,0,0,6472.799223376412,0,348.8230429528606,0,1,348.71147970414887,0.016590118408203125,1535270362.5300858
-1.1307716565808914,20.587034532387374,-110.17394865091956,0,-0.12445082306282984,0.0,311.8229935589661,-999.3954721875923,1.1132783765605474,-6472.799223376412,-23.82304295286059,-527.2007766235884,-26.17695704713941,18.8129697040661,6362.625274725492,19,0,-0.004190627826283044,0.0,13.22920121830201,0,0,0,0,6362.625274725492,0,348.6508172094274,0,1,348.58702888108604,0.012819766998291016,1535270362.5538359
-1.2673796354197036,20.49417689946133,-248.24270215970319,0,-0.1047650836254661,0.0,339.5868584457721,-999.0335099093663,0.7950664442473894,-6362.625274725492,-23.650817209427373,-637.3747252745079,-26.349182790572627,33.31394167711458,6114.382572565789,20,0,-0.004920641029317664,0.0,17.204533439538956,0,0,0,0,6114.382572565789,0,348.4916904526407,0,1,348.4822637974606,0.019271373748779297,1535270362.5843267
-1.296537858392273,20.47586241838008,-252.78452608626503,0,-0.10088242916685886,0.0,569.2718682049954,-998.7479276740922,0.5203279508646439,-6114.382572565789,-23.491690452640682,-885.6174274342111,-26.508309547359318,39.51024931375139,5861.598046479524,21,0,-0.005356420327136057,0.0,19.806173193862175,0,0,0,0,5861.598046479524,0,348.3596614152894,0,1,348.3813813682937,0.01722884178161621,1535270362.6121032
-1.3024892511818227,20.492409860851534,-192.94529642179532,0,-0.10439047293863268,0.0,823.8130038650997,-998.5950577304968,0.3899568425301503,-5861.598046479524,-23.359661415289395,-1138.4019535204761,-26.640338584710605,39.88985473880701,5668.652750057729,22,0,-0.0055910780082654085,0.0,21.755957406512927,0,0,0,0,5668.652750057729,0,348.24335583593546,0,1,348.2769908953551,0.014490604400634766,1535270362.6377845
-1.3181884340895753,20.511792327447875,-126.6288230916698,0,-0.10849953942079082,0.0,1016.0378583584725,-998.5231549906281,0.35313575216551385,-5668.652750057729,-23.24335583593546,-1331.3472499422714,-26.75664416406454,38.06382876812873,5542.023926966059,23,0,-0.005744410442578744,0.0,23.521636167340496,0,0,0,0,5542.023926966059,0,348.13212259854726,0,1,348.1684913559343,0.015212774276733398,1535270362.6643484
-1.3437315503858556,20.52462139868974,-75.99688741625778,0,-0.11121929164505673,0.0,1136.15755438226,-998.4847170210195,0.35306997009508123,-5542.023926966059,-23.132122598547255,-1457.9760730339412,-26.867877401452745,36.00362760118226,5466.027039549801,24,0,-0.0058777543158314354,0.0,25.286986017815902,0,0,0,0,5466.027039549801,0,348.02142517449545,0,1,348.05727206428924,0.013197660446166992,1535270362.6890538
-1.371842533816591,20.532097512778098,-42.61219881400484,0,-0.1128042214920697,0.0,1202.8390404837573,-998.4590676870262,0.3630077336207975,-5466.027039549801,-23.021425174495448,-1533.972960450199,-26.978574825504552,34.332195893494344,5423.414840735796,25,0,-0.006006463259003772,0.0,27.10202468591989,0,0,0,0,5423.414840735796,0,347.91016892646365,0,1,347.94446784279717,0.014011383056640625,1535270362.7149985
-1.397887919970655,20.536656477692233,-22.266794985851448,0,-0.11377071818787954,0.0,1235.813800247096,-998.4403240916841,0.3748684893470582,-5423.414840735796,-22.910168926463655,-1576.5851592642039,-27.089831073536345,33.122024504762535,5401.148045749945,26,0,-0.006128226070773716,0.0,28.97636713265518,0,0,0,0,5401.148045749945,0,347.79819850992834,0,1,347.8306971246093,0.013935327529907227,1535270362.7407758
