I_32,I_34,delta_generated_power3,delta_lambda3,delta_voltage3,dif_generated_power3,dif_lambda3,dif_myu_32,dif_myu_34,dif_myu_lower_p3,dif_myu_lower_v3,dif_myu_upper_p3,dif_myu_upper_v3,dif_voltage3,generated_power3,iteration3,lambda3,modified_dif_voltage3,myu32,myu34,myu_lower_p3,myu_lower_v3,myu_upper_p3,myu_upper_v3,original_generated_power3,original_lambda3,original_voltage3,line32,line34,voltage3,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,350,0,1535270192.082636
0.0,0.0,-30000,0.0,-3.3806473714340086,0.0,0.0,-1000.0,-1000.0,-30000,-25,30000,-25,0.0,-30000,1,0.0,0.0,0.0,0.0,0,0,0.0,0,-30000,0.0,346.619352628566,0,0,346.619352628566,0.0007710456848144531,1535270192.58838
-0.1675160960113415,-21.26089131894848,0,2.3185638620035678e-07,-2.5684636587848217,0.0,22572.499293965462,-999.8324839039886,-978.7391086810516,0,-21.61935262856599,0,-28.38064737143401,-0.0010188147204329772,-30000,2,2.3185638620035678e-07,-2.9109267030574813e-06,0.0,0.0,0,0,0.0,0,-30000,2.3185638620035678e-07,344.05088896978117,0,0,344.05088896978117,0.017368078231811523,1535270192.6167083
-0.2946887044227348,-32.09873643930919,0,0.0037466517799599835,-2.1539847023027505,-2.3185638620035678e-07,18855.01328252297,-999.7053112955773,-967.9012635606908,0,-19.05088896978117,0,-30.94911103021883,-16.34140363319149,-30000,3,0.003746883636346184,-0.046802684730132285,0.0,0.0,0,0,1.1592819310017839e-07,0,-30000,0.003746883636346184,341.8969042674784,0,0,341.8969042674784,0.012435436248779297,1535270192.64028
-0.40133388166054335,-28.10774735255789,0,0.009319626408759886,-2.317707413816663,-0.0037467677081530837,20252.833382510653,-999.5986661183395,-971.8922526474421,0,-16.89690426747842,0,-33.10309573252158,-40.394014197340084,-30000,4,0.01306651004510607,-0.11600729706557675,0.0,0.0,0,0,0.0018734997822696421,0,-30000,0.01306651004510607,339.57919685366176,0,0,339.57919685366176,0.012961387634277344,1535270192.6646914
-0.5161948813277789,-31.95093570522109,0,0.009720199739379895,-2.1844178588739283,-0.011193010262836428,18974.83787127678,-999.4838051186722,-968.0490642947789,0,-14.579196853661756,0,-35.420803146338244,-41.84461805384539,-30000,5,0.022786709784485965,-0.1189565676483881,0.0,0.0,0,0,0.007470004913687856,0,-30000,0.022786709784485965,337.3947789947878,0,0,337.3947789947878,0.013355016708374023,1535270192.689478
-0.6245623365749046,-34.200821451831665,0,0.010269456607255957,-2.112866975748375,-0.015316704870798108,18250.0973333019,-999.3754376634251,-965.7991785481684,0,-12.394778994787828,0,-37.60522100521217,-43.924736406734674,-30000,6,0.03305616639174192,-0.12351660051247357,0.0,0.0,0,0,0.01512835734908691,0,-30000,0.03305616639174192,335.28191201903945,0,0,335.28191201903945,0.012643098831176758,1535270192.7130997
-0.729509529065457,-35.545959405562,0,0.010631926001461282,-2.077049359220723,-0.01792780904265501,17837.491416210836,-999.2704904709345,-964.454040594438,0,-10.281912019039453,0,-39.71808798096055,-45.19031948482568,-30000,7,0.043688092393203204,-0.1255570574394197,0.0,0.0,0,0,0.024092261870414418,0,-30000,0.043688092393203204,333.20486265981873,0,0,333.20486265981873,0.01430964469909668,1535270192.739078
-0.8328110603587402,-36.382261592242806,0,0.010822138916703389,-2.0616086409191894,-0.019595830522788786,17599.756827914724,-999.1671889396413,-963.6177384077572,0,-8.20486265981873,0,-41.79513734018127,-45.71384769880502,-30000,8,0.05451023130990659,-0.12533003208396504,0.0,0.0,0,0,0.03389017713180881,0,-30000,0.05451023130990659,331.14325401889954,0,0,331.14325401889954,0.012816190719604492,1535270192.7641006
-0.9354750153492909,-36.93414008531427,0,0.010899533161638483,-2.057745988248371,-0.020620054178097785,17459.732427123014,-999.0645249846507,-963.0658599146857,0,-6.14325401889954,0,-43.85674598110046,-45.75590515925649,-30000,9,0.06540976447154508,-0.12362002939979977,0.0,0.0,0,0,0.0442002042208577,0,-30000,0.06540976447154508,329.08550803065117,0,0,329.08550803065117,0.012497425079345703,1535270192.787958
