I_12,delta_generated_power1,delta_lambda1,delta_voltage1,dif_generated_power1,dif_lambda1,dif_myu_12,dif_myu_lower_p1,dif_myu_lower_v1,dif_myu_upper_p1,dif_myu_upper_v1,dif_voltage1,generated_power1,iteration1,lambda1,modified_dif_voltage1,myu12,myu_lower_p1,myu_lower_v1,myu_upper_p1,myu_upper_v1,original_generated_power1,original_lambda1,original_voltage1,line12,voltage1,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,1535395856.842617
0,0,0.0,0.0,4.0,0,-1000,0,-25,-40000,-25,0,0,1,0.0,0,0.0,2.0,0,0,0,0,0.0,350.0,0,350.0,0.0005555152893066406,1535395857.344589
17.857142857142776,0,0.006249999999999972,-0.4464285714285552,2.0,6249.999999999972,-982.1428571428572,0,-25.0,-40000,-25.0,0.0,0,2,0.006249999999999972,0.0,0.0,3.0,0,0,0,0,0.006249999999999972,349.55357142857144,0,349.55357142857144,0.014406919479370117,1535395857.3706188
26.877289377289344,0,0.0062460242640994925,-0.7034225167127488,0.99375,9395.052492150695,-973.1227106227107,0,-24.553571428571445,-40000,-25.446428571428555,22.015081272893678,0,3,0.012496024264099464,0.062499999999999716,0.0,3.496875,0,0,0,0,0.012496024264099464,348.8501489118587,0,348.8501489118587,0.00016260147094726562,1535395857.3822238
30.827314131219623,0,0.006011580998899523,-0.818108174543795,0.49062897573590036,10754.113125228612,-969.1726858687804,0,-23.850148911858696,-40000,-26.149851088141304,33.088660769783516,0,4,0.018507605262998987,0.09346809850624549,0.0,3.7421894878679502,0,0,0,0,0.018507605262998987,348.0320407373149,0,348.0320407373149,0.002767801284790039,1535395857.3959942
32.54082340081595,0,0.005894208772804374,-0.8678309890469222,0.23930290686905076,11325.249175458548,-967.459176599184,0,-23.0320407373149,-40000,-26.9679592626851,37.8035214932508,0,5,0.02440181403580336,0.10615242411237033,0.0,3.8618409413024755,0,0,0,0,0.02440181403580336,347.164209748268,0,347.164209748268,0.00016188621520996094,1535395857.4067316
33.3116960716319,0,0.005845006350386078,-0.8899886247077688,0.11375724466172119,11564.62864208257,-966.6883039283681,0,-22.16420974826798,-40000,-27.83579025173202,39.712963059107786,0,6,0.03024682038618944,0.11077245926675033,0.0,3.918719563633336,0,0,0,0,0.03024682038618944,346.2742211235602,0,346.2742211235602,0.0023005008697509766,1535395857.4202304
33.689175256050135,0,0.005825468955815625,-0.9006316210638943,0.05103361598047472,11665.692922083877,-966.3108247439499,0,-21.27422112356021,-40000,-28.72577887643979,40.446380102133745,0,7,0.036072289342005064,0.11200876403273444,0.0,3.9442363716235733,0,0,0,0,0.036072289342005064,345.3735895024963,0,345.3735895024963,0.002687215805053711,1535395857.4341948
33.90291365078383,0,0.005818083321270755,-0.9064837178785297,0.019691339034421614,11709.170982164393,-966.0970863492162,0,-20.373589502496316,-40000,-29.626410497503684,40.69252183033398,0,8,0.04189037266327582,0.11183765586548997,0.0,3.954082041140784,0,0,0,0,0.04189037266327582,344.4671057846178,0,344.4671057846178,0.00015926361083984375,1535395857.449617
34.04868898584937,0,0.005815589649696057,-0.9103478616564189,0.004027586195939972,11728.653350716124,-965.9513110141506,0,-19.467105784617786,-40000,-30.532894215382214,40.73711878820923,0,9,0.047705962312971875,0.11107795044527924,0.0,3.956095834238754,0,0,0,0,0.047705962312971875,343.55675792296137,0,343.55675792296137,0.0002148151397705078,1535395857.4632406
34.166474373561755,0,0.005815053678886822,-0.9133925542045631,-0.0038017965517258695,11738.12316543882,-965.8335256264382,0,-18.556757922961367,-40000,-31.443242077038633,40.698210995044484,0,10,0.0535210159918587,0.1100673539028687,0.0,3.954194935962891,0,0,0,0,0.0535210159918587,342.6433653687568,0,342.6433653687568,0.0002262592315673828,1535395857.474195
34.27298259032568,0,0.005815299272351485,-0.9161056729943766,-0.007715951954749653,11743.410095974004,-965.7270174096743,0,-17.643365368756804,-40000,-32.356634631243196,40.624556857699446,0,11,0.05933631526421018,0.10894503752127549,0.0,3.950336959985516,0,0,0,0,0.05933631526421018,341.7272596957624,0,341.7272596957624,0.0028035640716552734,1535395857.487969
34.37521809641737,0,0.005815856488425503,-0.9186913783415207,-0.009673275249726221,11746.94908153289,-965.6247819035826,0,-16.727259695762427,-40000,-33.27274030423757,40.536320376888376,0,12,0.06515217175263568,0.10776833801760477,0.0,3.945500322360653,0,0,0,0,0.06515217175263568,340.8085683174209,0,340.8085683174209,0.002655029296875,1535395857.5018492
34.47612610123201,0,0.005816537826515034,-0.9212353660425947,-0.01065249411328853,11749.759177691749,-965.523873898768,0,-15.808568317420907,-40000,-34.19143168257909,40.44185348409779,0,13,0.07096870957915072,0.10656083313050124,0.0,3.9401740753040086,0,0,0,0,0.07096870957915072,339.8873329513783,0,339.8873329513783,0.00014281272888183594,1535395857.512633
34.57695130497939,0,0.005817268541460988,-0.9237737748162544,-0.011142784883159368,11752.267760639124,-965.4230486950206,0,-14.887332951378312,-40000,-35.11266704862169,40.344621113499315,0,14,0.0767859781206117,0.10533215240024518,0.0,3.9346026828624288,0,0,0,0,0.0767859781206117,338.96355917656206,0,338.96355917656206,0.002066373825073242,1535395857.5257957
34.67822466777079,0,0.00581801885554864,-0.9263219727318983,-0.011388660983040463,11754.654459312038,-965.3217753322292,0,-13.963559176562057,-40000,-36.03644082343794,40.246062675718754,0,15,0.08260399697616035,0.10408615089116291,0.0,3.9289083523709087,0,0,0,0,0.08260399697616035,338.03723720383016,0,338.03723720383016,0.002484560012817383,1535395857.5399294
