delta_generated_power6,delta_lambda6,delta_voltage6,dif_generated_power6,dif_lambda6,dif_myu_61,dif_myu_62,dif_myu_65,dif_myu_lower_p6,dif_myu_upper_p6,dif_voltage6,generated_power6,iteration6,lambda6,modified_dif_voltage6,myu61,myu62,myu65,myu_lower_p6,myu_upper_p6,original_generated_power6,original_lambda6,P_61,P_62,P_65,line61,line62,line65,voltage6,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,1527595797.5128381
-100,0.0,0.0,0,0,-150,-2000,-1000,-100,100,0,-100,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-100,0.0,0,0,0,0,0,0,350.0,0.004327297210693359,1527595807.528504
0,0.0,-0.0047619047618923105,0.0,100.0,-150.0,-2000.0,-1000.0,0,0,0.0,-100,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100,0.0,0.0,0.0,0.0,0,0,0,349.9952380952381,0.0025053024291992188,1527595807.5432982
0,0.0,-0.0035714285714334437,0.0,75.00000000016485,-133.3333333333769,-1983.333333333377,-991.666666666589,0,0,0.0,-100,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100,0.0,-16.666666666623087,-16.666666666623087,8.33333333341102,0,0,0,349.9916666666667,0.0018477439880371094,1527595807.5557294
0,0.055555555555410294,-0.0032076719576821233,0.0,67.36111111118817,-124.9999999999659,-1973.6111111110972,-981.249999999875,0,0,-1166.666666663616,-100,4,0.055555555555410294,-1166.666666663616,0.0,0.0,0.0,0.0,0.0,-100,0.055555555555410294,-25.000000000034106,-26.388888888902784,18.750000000125056,0,0,0,349.988458994709,0.0021867752075195312,1527595807.5691202
0,0.10995370370401032,-0.0030505952381076895,-0.055555555555410294,64.0624999999261,-119.6759259259693,-1967.5925925924673,-973.2060185185105,0,0,-2309.0277777842166,-100,5,0.16550925925942062,-2309.0277777842166,0.0,0.0,0.0,0,0.027777777777705147,-100,0.16550925925942062,-30.324074074030705,-32.40740740753267,26.79398148148948,0,0,0,349.9854083994709,0.0016596317291259766,1527595807.5816202
0,0.15422453703733952,-0.002979864785402242,-0.13773148148171546,62.57716049350961,-116.05902777767483,-1963.7924382714687,-967.2743055556339,0,0,-3238.7152777841297,-100,6,0.31973379629676013,-3238.7152777841297,0.0,0.0,0.0,0,0.09664351851856287,-100,0.31973379629676013,-33.94097222232517,-36.207561728531346,32.72569444436613,0,0,0,349.9824285346855,0.004686594009399414,1527595807.5987508
0,0.18782150205826786,-0.002953111221358995,-0.22309027777819726,62.01533564820352,-113.54809670779673,-1961.3779578189394,-962.9107188785326,0,0,-3944.2515432236246,-100,7,0.507555298355028,-3944.2515432236246,0.0,0.0,0.0,0,0.20818865740766151,-100,0.507555298355028,-36.45190329220327,-38.62204218106058,37.089281121467366,0,0,0,349.9794754234641,0.00036144256591796875,1527595807.609758
0,0.21240770211797377,-0.002949347605976982,-0.2993666409473665,61.93629972557915,-111.78264853392648,-1959.8409100650827,-959.68725887343,0,0,-4460.561744477448,-100,8,0.7199630004730018,-4460.561744477448,0.0,0.0,0.0,0,0.3578719778813447,-100,0.7199630004730018,-38.217351466073524,-40.15908993491735,40.31274112657002,0,0,0,349.97652607585815,0.0045926570892333984,1527595807.6254754
0,0.22991231701200543,-0.002956981685088067,-0.36209102259165704,62.09661538730984,-110.5288351623642,-1958.861846993642,-957.2940667686964,0,0,-4828.158657252114,-100,9,0.9498753174850072,-4828.158657252114,0.0,0.0,0.0,0,0.5389174891771733,-100,0.9498753174850072,-39.4711648376358,-41.138153006357925,42.70593323130356,0,0,0,349.97356909417306,0.0003161430358886719,1527595807.6363509
