I_21,I_23,dif_generated_power2,dif_lambda2,dif_myu_21,dif_myu_23,dif_myu_lower_p2,dif_myu_lower_v2,dif_myu_upper_p2,dif_myu_upper_v2,dif_voltage2,generated_power2,iteration2,lambda2,modified_dif_voltage2,myu21,myu23,myu_lower_p2,myu_lower_v2,myu_upper_p2,myu_upper_v2,original_generated_power2,original_lambda2,original_voltage2,line21,line23,voltage2,time step,current time
-32.27739499950644,90.22246629926428,0.0,8906.436436360553,-967.7226050004936,-909.7775337007357,-10629.205200287826,-12.140695462911992,-9370.794799712174,-37.85930453708801,5836.5318545427435,15081.589628203168,10,4.0,16.70863913498207,0.0,0.0,0,0,0,0,15081.589628203168,4.0,336.08762629927605,0,0,336.08762629927605,0.0016720294952392578,1523791510.3570478
-22.359348830485715,96.10905086920809,0.0,9704.772670269915,-977.6406511695143,-903.8909491307919,-15081.589628203168,-11.087626299276053,-4918.410371796832,-38.91237370072395,3571.801827689315,19933.46570593417,11,4.0,9.622295661657517,0.0,0.0,0,0,0,0,19933.46570593417,4.0,335.1392995494218,0,0,335.1392995494218,0.00020194053649902344,1523791510.3678195
-14.223981654343447,101.67522753147352,0.0,9374.883582051469,-985.7760183456566,-898.3247724685265,-19933.46570593417,-10.139299549421821,-66.53429406583018,-39.86070045057818,2104.9637530849595,20000,12,4,4.8914708204643205,0.0,0.0,0,0,0,0,20000,4,334.31931045405497,0,0,334.31931045405497,0.0018954277038574219,1523791510.3808086
-7.74713553161007,106.90875979581392,0,13151.645847512715,-992.2528644683899,-893.0912402041861,-20000,-9.319310454054971,0,-40.68068954594503,1236.934382218667,20000,13,4,1.9632775607914965,0.0,0.0,0,0,0.0,0,20000,4,333.29155472335987,0,0,333.29155472335987,0.0002079010009765625,1523791510.391428
-6.203986410790208,95.3380804703238,0.0,9707.640787960147,-993.7960135892098,-904.6619195296762,-20000,-8.291554723359866,0,-41.708445276640134,666.9477552235799,20000,14,4,0.37182915364252267,0.0,0.0,0,0,0.0,0,20000,4,332.55051268456106,0,0,332.55051268456106,0.0033147335052490234,1523791510.40567
-2.7474898219480792,94.02145129930659,0.0,10353.20268404645,-997.2525101780519,-905.9785487006934,-20000,-7.550512684561056,0,-42.449487315438944,303.4317285767188,20000,15,4,-0.845927489519056,0.0,0.0,0,0,0.0,0,20000,4,331.78932451223085,0,0,331.78932451223085,0.000263214111328125,1523791510.4167736
-1.4782636005350014,87.73980278540535,0.0,8620.657817533465,-998.521736399465,-912.2601972145947,-20000,-6.7893245122308485,0,-43.21067548776915,98.19956435220593,20000,16,4,-1.423770096394648,0.0,0.0,0,0,0.0,0,20000,4,331.1665489849533,0,0,331.1665489849533,0.0026047229766845703,1523791510.4298422
0.030451185881474885,84.95947982530879,0.0,8145.822151445143,-999.9695488141185,-915.0405201746912,-20000,-6.166548984953295,0,-43.833451015046705,-13.900236411323021,20000,17,4.000198574805876,-1.7914199670369442,0.0,0.0,0,0,0.0,0,20000,4.000198574805876,330.58569741959377,0,0,330.58569741959377,0.00025010108947753906,1523791510.4407723
0.6566220094447317,80.91174170261638,-0.00019857480587592846,6965.334405126807,-999.3433779905553,-919.0882582973836,-20000,-5.585697419593771,0,-44.41430258040623,-70.3839800747026,20000,18,4.001204060235515,-1.9347981598740205,0.0,0.0,0,0,9.928740293796423e-05,0,20000,4.001204060235515,330.0932009606615,0,0,330.0932009606615,0.002303600311279297,1523791510.4534667
1.2375918092340044,78.2294144233282,-0.001104772832577261,6231.51845806729,-998.762408190766,-921.7705855766718,-20000,-5.093200960661477,0,-44.90679903933852,-98.20052260573891,20000,19,4.0026069248441685,-2.0139014466024037,0.0,0.0,0,0,0.0006516738192265947,0,20000,4.0026069248441685,329.6551068224142,0,0,329.6551068224142,0.0002415180206298828,1523791510.4648592
1.4678936138028575,75.39247006333824,-0.001955251024941873,5337.411398397551,-998.5321063861971,-924.6075299366618,-20000,-4.655106822414211,0,-45.34489317758579,-119.73942731096287,20000,20,4.004317488091468,-2.0570225052120605,0.0,0.0,0,0,0.0016292993316975313,0,20000,4.004317488091468,329.2824159673366,0,0,329.2824159673366,0.002721071243286133,1523791510.4786808
1.64284631037674,73.21310757783351,-0.0026881887597705045,4648.749345849414,-998.3571536896233,-926.7868924221665,-20000,-4.28241596733659,0,-45.71758403266341,-148.5276885117217,20000,21,4.006439312213064,-2.1317239830242727,0.0,0.0,0,0,0.0029733937115827835,0,20000,4.006439312213064,328.960971563241,0,0,328.960971563241,0.00022029876708984375,1523791510.4893498
1.6877556428170237,71.19241648334139,-0.0034659185014804805,3974.732230317306,-998.312244357183,-928.8075835166586,-20000,-3.960971563241003,0,-46.039028436759,-191.46688762717048,20000,22,4.009174553464881,-2.2469703906179888,0.0,0.0,0,0,0.004706352962323024,0,20000,4.009174553464881,328.6907383244774,0,0,328.6907383244774,0.001615285873413086,1523791510.5023375
1.7044243660768643,69.56486595821502,-0.004468200502557806,3425.555656553035,-998.2955756339231,-930.435134041785,-20000,-3.6907383244774223,0,-46.30926167552258,-251.4029108193639,20000,23,4.012766023619443,-2.420190826677839,0.0,0.0,0,0,0.006940453213601927,0,20000,4.012766023619443,328.4640131283536,0,0,328.4640131283536,0.00021147727966308594,1523791510.513355
1.6734319419174426,68.15388648106364,-0.005825570405841418,2935.761235203783,-998.3265680580826,-931.8461135189364,-20000,-3.4640131283535993,0,-46.5359868716464,-328.9567535999099,20000,24,4.017465405813728,-2.649435737353514,0.0,0.0,0,0,0.009853238416522636,0,20000,4.017465405813728,328.277812808239,0,0,328.277812808239,0.002590656280517578,1523791510.5267646
1.628336435077813,67.01562701396483,-0.007612167397205383,2534.290183540419,-998.3716635649222,-932.9843729860352,-20000,-3.2778128082389912,0,-46.72218719176101,-423.4296700360188,20000,25,4.023514401099957,-2.9353082803421984,0.0,0.0,0,0,0.013659322115125327,0,20000,4.023514401099957,328.12703705727444,0,0,328.12703705727444,0.0002510547637939453,1523791510.5377457
1.5636438488928661,66.0783900937787,-0.009855078984831955,2195.1801781364047,-998.4363561511071,-933.9216099062213,-20000,-3.1270370572744355,0,-46.872962942725565,-533.6002463905902,20000,26,4.03113726176268,-3.272709095361904,0.0,0.0,0,0,0.018586861607541305,0,20000,4.03113726176268,328.0083527764354,0,0,328.0083527764354,0.002274751663208008,1523791510.5509229
1.4902138736249526,65.34560165913604,-0.01255040015513842,1922.7057593706268,-998.509786126375,-934.654398340864,-20000,-3.0083527764354017,0,-46.9916472235646,-657.9718701339439,20000,27,4.0405368599074505,-3.6577969265732264,0.0,0.0,0,0,0.024862061685110515,0,20000,4.0405368599074505,327.91801464148995,0,0,327.91801464148995,0.0002117156982421875,1523791510.5617702
1.4065311287566828,64.78178045227708,-0.015674798222339525,1704.3397261249265,-998.5934688712433,-935.2182195477229,-20000,-2.918014641489947,0,-47.08198535851005,-795.0464841993005,20000,28,4.051894666824583,-4.085397053164854,0.0,0.0,0,0,0.03269946079628028,0,20000,4.051894666824583,327.85306512420954,0,0,327.85306512420954,0.0018475055694580078,1523791510.5747988
1.3162695186730389,64.37656462181906,-0.019195206028302714,1537.597029656652,-998.683730481327,-935.623435378181,-20000,-2.853065124209536,0,-47.146934875790464,-943.3642772756505,20000,29,4.065371299357092,-4.5511329993913705,0.0,0.0,0,0,0.042297063810431634,0,20000,4.065371299357092,327.8106199276109,0,0,327.8106199276109,0.00022339820861816406,1523791510.5858598
1.2192270169083486,64.10845720517443,-0.02307423554665977,1415.1086632761617,-998.7807729830917,-935.8915427948256,-20000,-2.810619927610901,0,-47.1893800723891,-1101.5800755745329,20000,30,4.081108157579585,-5.050556409996673,0.0,0.0,0,0,0.05383418158376152,0,20000,4.081108157579585,327.78822502848936,0,0,327.78822502848936,0.0016455650329589844,1523791510.598556
1.116874921954718,63.96499223568071,-0.027273975995823818,1333.069717141254,-998.8831250780453,-936.0350077643193,-20000,-2.7882250284893644,0,-47.211774971510636,-1268.4529404871473,20000,31,4.099228913872259,-5.579767853082743,0.0,0.0,0,0,0.06747116958167343,0,20000,4.099228913872259,327.78360954444264,0,0,327.78360954444264,0.0003190040588378906,1523791510.6097817
1.0094677822178255,63.93110702058493,-0.03175774429058542,1286.4560147535703,-998.9905322177822,-936.0688929794151,-20000,-2.7836095444426405,0,-47.21639045555736,-1442.8598794249147,20000,32,4.1198411978640435,-6.1351017459190444,0.0,0.0,0,0,0.08335004172696614,0,20000,4.1198411978640435,327.794781249062,0,0,327.794781249062,0.002068042755126953,1523791510.622563
0.8977927933722185,63.995450423921056,-0.03649115613707732,1271.6664649548256,-999.1022072066278,-936.004549576079,-20000,-2.794781249061998,0,-47.205218750938,-1623.779934382153,20000,33,4.143038054069502,-6.713289921648112,0.0,0.0,0,0,0.1015956197955048,0,20000,4.143038054069502,327.819932211164,0,0,327.819932211164,0.00024819374084472656,1523791510.6336205
0.7822410176027006,64.14659070870528,-0.041442434273997186,1284.9652150683542,-999.2177589823973,-935.8534092912947,-20000,-2.819932211163973,0,-47.18006778883603,-1810.2911442968086,20000,34,4.168899356130885,-7.311336021703653,0.0,0.0,0,0,0.12231683693250339,0,20000,4.168899356130885,327.85745549182315,0,0,327.85745549182315,0.002193927764892578,1523791510.6470919
0.6633593432059115,64.37494784182661,-0.046582519198381966,1323.2939031803216,-999.3366406567941,-935.6250521581734,-20000,-2.8574554918231456,0,-47.142544508176854,-2001.5580656709012,20000,35,4.197493042783327,-7.9265462126057855,0.0,0.0,0,0,0.14560809653169438,0,20000,4.197493042783327,327.905902932001,0,0,327.905902932001,0.0005238056182861328,1523791510.6590223
0.541550968294473,64.6715128873609,-0.05188494625163287,1383.7485865509152,-999.4584490317055,-935.3284871126391,-20000,-2.905902932001027,0,-47.09409706799897,-2196.8255577365453,20000,36,4.228876265036706,-8.556471668348564,0.0,0.0,0,0,0.1715505696575108,0,20000,4.228876265036706,327.96397985851434,0,0,327.96397985851434,0.0028488636016845703,1523791510.6723726
0.4172507294458683,65.02840447294261,-0.05732569537919563,1463.817544623409,-999.5827492705541,-934.9715955270574,-20000,-2.9639798585143353,0,-47.036020141485665,-2395.409843381383,20000,37,4.26309640565644,-9.19890321622833,0.0,0.0,0,0,0.20021341734710862,0,20000,4.26309640565644,328.03052216556847,0,0,328.03052216556847,0.00021147727966308594,1523791510.6830401
0.2908289751627535,65.43840399565624,-0.06288298830933137,1561.1946129600547,-999.7091710248372,-934.5615960043438,-20000,-3.0305221655684704,0,-46.96947783443153,-2596.6925340854505,20000,38,4.300192013286233,-9.85183977337691,0.0,0.0,0,0,0.2316549115017743,0,20000,4.300192013286233,328.1044863027917,0,0,328.1044863027917,0.0015211105346679688,1523791510.6961288
0.1626482926474182,65.89508567952635,-0.06853710178445827,1673.8388712665474,-999.8373517073526,-934.1049143204737,-20000,-3.104486302791713,0,-46.89551369720829,-2800.114073563046,20000,39,4.340193642908562,-10.5134748593172,0.0,0.0,0,0,0.26592346239400344,0,20000,4.340193642908562,328.1849345315272,0,0,328.1849345315272,0.00020956993103027344,1523791510.706787
0.033033344199111525,66.39262398805556,-0.07427018051455914,1799.900002799659,-999.9669666558009,-933.6073760119444,-20000,-3.184934531527176,0,-46.815065468472824,-3005.168631924638,20000,40,4.383124623364629,-11.1821759151876,0.0,0.0,0,0,0.303058552651283,0,20000,4.383124623364629,328.2710251478933,0,0,328.2710251478933,0.0019466876983642578,1523791510.7194216
-0.09770996820236633,66.92579695094594,-0.08006607071334582,1937.7246224978153,-999.9022900317976,-933.0742030490541,-20000,-3.2710251478932832,0,-46.72897485210672,-3211.3990677862776,20000,41,4.4290017529044325,-11.856470398005357,0.0,0.0,0,0,0.3430915880079559,0,20000,4.4290017529044325,328.36200189398534,0,0,328.36200189398534,0.0002338886260986328,1523791510.7304878
-0.22930331138354632,67.48988960122176,-0.08591016489647618,2085.8207626944204,-999.7706966886165,-932.5101103987782,-20000,-3.3620018939853367,0,-46.63799810601466,-3418.392671189378,20000,42,4.4778359339214235,-12.535030435111636,0.0,0.0,0,0,0.386046670456194,0,20000,4.4778359339214235,328.457185601735,0,0,328.457185601735,0.0044956207275390625,1523791510.7457573
-0.3614887995342997,68.08066422876664,-0.09178926346522953,2242.849772755817,-999.6385112004657,-931.9193357712334,-20000,-3.4571856017349774,0,-46.54281439826502,-3625.7771461599477,20000,43,4.5296327502951375,-13.216660423271676,0.0,0.0,0,0,0.4319413021888088,0,20000,4.5296327502951375,328.5559661284067,0,0,328.5559661284067,0.00023746490478515625,1523791510.756555
-0.4940309547430388,68.69430151457038,-0.09769144810632824,2407.6057840028043,-999.505969045257,-931.3056984854296,-20000,-3.5559661284066806,0,-46.44403387159332,-3833.217072874897,20000,44,4.58439299419335,-13.900284858605218,0.0,0.0,0,0,0.4807870262419729,0,20000,4.58439299419335,328.6577955061833,0,0,328.6577955061833,0.0018584728240966797,1523791510.7700307
-0.6267135381818889,69.32736613103998,-0.10360596795137678,2579.0050310048937,-999.3732864618181,-930.67263386896,-20000,-3.6577955061832768,0,-46.34220449381672,-4040.410631215011,20000,45,4.64211314606785,-14.584937745104128,0.0,0.0,0,0,0.5325900102176613,0,20000,4.64211314606785,328.762181620484,0,0,328.762181620484,0.0003056526184082031,1523791510.7811215
-0.759339372147565,69.97676540133114,-0.10952313585018913,2756.0719875088653,-999.2406606278524,-930.0232345986689,-20000,-3.762181620484,0,-46.237818379516,-4247.086657515142,20000,46,4.702785812603781,-15.269752651553418,0.0,0.0,0,0,0.5873515781427558,0,20000,4.702785812603781,328.8686826683416,0,0,328.8686826683416,0.0024025440216064453,1523791510.7947323
-0.8917285311821388,70.63971814951856,-0.1154342344610253,2937.929464547462,-999.1082714688179,-929.3602818504814,-20000,-3.8686826683415916,0,-46.13131733165841,-4453.001940010896,20000,47,4.766400126032508,-15.953953802588558,0.0,0.0,0,0,0.6450686953732685,0,20000,4.766400126032508,328.9769021308747,0,0,328.9769021308747,0.00022077560424804688,1523791510.8057253
-1.0237175472491344,71.31372328197244,-0.12133143065923946,3123.78833737069,-998.9762824527509,-928.6862767180276,-20000,-3.9769021308746915,0,-46.02309786912531,-4657.938766353231,20000,48,4.832942108408982,-16.636847857869384,0.0,0.0,0,0,0.7057344107028882,0,20000,4.832942108408982,329.08648430437347,0,0,329.08648430437347,0.004347801208496094,1523791510.820796
-1.1551581183709914,71.99653347454955,-0.12720769770609408,3312.939159251284,-998.844841881629,-928.0034665254504,-20000,-4.086484304373471,0,-45.91351569562653,-4861.70267694238,20000,49,4.902395003793873,-17.317816463305093,0.0,0.0,0,0,0.7693382595559353,0,20000,4.902395003793873,329.19711026992286,0,0,329.19711026992286,0.0002567768096923828,1523791510.8318913
-1.2859161850332157,72.68613036118666,-0.13305674423793779,3504.7441794432925,-998.7140838149668,-927.3138696388133,-20000,-4.1971102699228595,0,-45.80288973007714,-5064.120418422068,20000,50,4.974739581199903,-17.99630942430224,0.0,0.0,0,0,0.8358666316749042,0,20000,4.974739581199903,329.3084942869928,0,0,329.3084942869928,0.0031633377075195312,1523791510.845692
-1.4158708778916207,73.38070281786315,-0.13887294952499918,3698.6304477685117,-998.5841291221084,-926.6192971821368,-20000,-4.308494286992811,0,-45.69150571300719,-5265.038070882825,20000,51,5.049954410783943,-18.67183849392009,0.0,0.0,0,0,0.9053031064374037,0,20000,5.049954410783943,329.42038054578666,0,0,329.42038054578666,0.00028324127197265625,1523791510.856746
-1.5449136198839142,74.07862701246415,-0.1446513043465396,3894.0834681828055,-998.4550863801161,-925.9213729875358,-20000,-4.4203805457866565,0,-45.57961945421334,-5464.319338052125,20000,52,5.128016115613259,-19.34397169552328,0.0,0.0,0,0,0.9776287586106736,0,20000,5.128016115613259,329.53254025077734,0,0,329.53254025077734,0.0022623538970947266,1523791510.8697457
-1.6729472183436656,74.7784486141785,-0.1503873570025851,4090.6415812762025,-998.3270527816563,-925.2215513858215,-20000,-4.532540250777345,0,-45.467459749222655,-5661.843982966714,20000,53,5.208899601084212,-20.012328148843594,0.0,0.0,0,0,1.052822437111966,0,20000,5.208899601084212,329.64476899375524,0,0,329.64476899375524,0.00026917457580566406,1523791510.8803735
-1.7998850397145816,75.47886660839083,-0.15607716397224625,4287.890858901432,-998.2001149602854,-924.5211333916092,-20000,-4.644768993755235,0,-45.355231006244765,-5857.506398094592,20000,54,5.292578263914135,-20.676573346868963,0.0,0.0,0,0,1.1308610190980892,0,20000,5.292578263914135,329.7568843894119,0,0,329.7568843894119,0.0028498172760009766,1523791510.8946612
-1.925650211559855,76.17871874392449,-0.1617172448160451,4485.460535586044,-998.0743497884401,-923.8212812560755,-20000,-4.75688438941188,0,-45.24311561058812,-6051.2142970544055,20000,55,5.379024182443484,-21.33641484941205,0.0,0.0,0,0,1.2117196415061118,0,20000,5.379024182443484,329.8687239438025,0,0,329.8687239438025,0.00020933151245117188,1523791510.9053786
-2.0501748816707277,76.87696833728637,-0.1673045409373719,4683.018874010402,-997.9498251183293,-923.1230316627136,-20000,-4.868723943802479,0,-45.13127605619752,-6242.887518032921,20000,56,5.468208289843954,-21.99159835423093,0.0,0.0,0,0,1.2953719119747977,0,20000,5.468208289843954,329.9801431326612,0,0,329.9801431326612,0.0017054080963134766,1523791510.91797
-2.1733995148935037,77.572692360921,-0.17283637786915662,4880.269445433591,-997.8266004851065,-922.427307639079,-20000,-4.980143132661226,0,-45.019856867338774,-6432.456928868021,20000,57,5.560100531684926,-22.64190411454679,0.0,0.0,0,0,1.381790100909376,0,20000,5.560100531684926,330.09101366719227,0,0,330.09101366719227,0.0002446174621582031,1523791510.9289515
-2.295272236571577,78.26507065070643,-0.1783104307755501,5076.94776661403,-997.7047277634284,-921.7349293492936,-20000,-5.091013667192271,0,-44.90898633280773,-6619.863425321491,20000,58,5.654670009189519,-23.287143671895024,0.0,0.0,0,0,1.470945316297151,0,20000,5.654670009189519,330.2012219285285,0,0,330.2012219285285,0.001966238021850586,1523791510.941611
-2.4157482150599208,78.9533761430198,-0.18372469289236815,5272.818265323422,-997.5842517849401,-921.0466238569802,-20000,-5.2012219285285255,0,-44.798778071471475,-6805.057014447198,20000,59,5.751885109395907,-23.927156877463347,0.0,0.0,0,0,1.5628076627433352,0,20000,5.751885109395907,330.310667553466,0,0,330.310667553466,0.00023245811462402344,1523791510.952511
-2.5347890851725197,79.63696602783045,-0.18907744665257198,5467.671535754795,-997.4652109148275,-920.3630339721695,-20000,-5.310667553465976,0,-44.689332446534024,-6987.995975918931,20000,60,5.851713623337607,-24.561809176544017,0.0,0.0,0,0,1.6573463860696211,0,20000,5.851713623337607,330.41926215633487,0,0,330.41926215633487,0.003522157669067383,1523791510.9665263
-2.6523624088844144,80.31527373543838,-0.19436723726798544,5661.321857432824,-997.3476375911156,-919.6847262645616,-20000,-5.419262156334867,0,-44.58073784366513,-7168.646094672444,20000,61,5.954122853261499,-25.19098913343791,0.0,0.0,0,0,1.7545300047036139,0,20000,5.954122853261499,330.5269281732805,0,0,330.5269281732805,0.0003352165222167969,1523791510.9775937
-2.7684411727670977,80.9878016718244,-0.1995928485578844,5853.604949431847,-997.2315588272329,-919.0121983281756,-20000,-5.52692817328051,0,-44.47307182671949,-7346.979958884619,20000,62,6.059079709816993,-25.81460617583356,0.0,0.0,0,0,1.854326428982556,0,20000,6.059079709816993,330.6335978168129,0,0,330.6335978168129,0.0021157264709472656,1523791510.9908364
-2.883003319753925,81.65411463280236,-0.20475328083443678,6044.375937461857,-997.1169966802461,-918.3458853671976,-20000,-5.63359781681288,0,-44.36640218318712,-7522.9763177809145,20000,63,6.166550800071007,-26.432588539675862,0.0,0.0,0,0,1.9567030693997745,0,20000,6.166550800071007,330.7392121296928,0,0,330.7392121296928,0.000247955322265625,1523791511.0016644
-2.9960313139173422,82.31383383047898,-0.20984773067123275,6233.507512186163,-997.0039686860827,-917.686166169521,-20000,-5.739212129692817,0,-44.26078787030718,-7696.619494268246,20000,64,6.2765025071319815,-27.044881397091686,0.0,0.0,0,0,2.061626934735391,0,20000,6.2765025071319815,330.84372012841294,0,0,330.84372012841294,0.0022017955780029297,1523791511.0148745
-3.1075117362837545,82.96663147449408,-0.21487557239659072,6420.888260369873,-996.8924882637162,-917.0333685255059,-20000,-5.84372012841294,0,-44.15627987158706,-7867.898847799755,20000,65,6.388901062100549,-27.65144515151053,0.0,0.0,0,0,2.169064720933686,0,20000,6.388901062100549,330.9470780275151,0,0,330.9470780275151,0.0005664825439453125,1523791511.0262356
-3.2174349101376265,83.61222585492214,-0.21983634116686268,6606.421151809365,-996.7825650898624,-916.3877741450779,-20000,-5.94707802751509,0,-44.05292197248491,-8036.808283279923,20000,66,6.503712609004548,-28.25225388545607,0.0,0.0,0,0,2.2789828915171175,0,20000,6.503712609004548,331.04924853690585,0,0,331.04924853690585,0.003704071044921875,1523791511.0407007
-3.325794554058348,84.25037687982069,-0.2247297174874312,6790.022167106596,-996.6742054459417,-915.7496231201793,-20000,-6.04924853690585,0,-43.95075146309415,-8203.345802165348,20000,67,6.620903263321196,-28.847293947763944,0.0,0.0,0,0,2.391347750260833,0,20000,6.620903263321196,331.15020022512437,0,0,331.15020022512437,0.0002524852752685547,1523791511.051739
-3.4325874610925666,84.88088202456822,-0.22955551306036348,6971.619052689872,-996.5674125389074,-915.1191179754318,-20000,-6.150200225124365,0,-43.849799774875635,-8367.513092244746,20000,68,6.740439164638978,-29.436562668113652,0.0,0.0,0,0,2.506125506791015,0,20000,6.740439164638978,331.24990694223544,0,0,331.24990694223544,0.0023772716522216797,1523791511.065108
-3.5378132024561637,85.5035726545924,-0.234313657847963,7151.150190969784,-996.4621867975438,-914.4964273454076,-20000,-6.249906942235441,0,-43.75009305776456,-8529.315152872914,20000,69,6.862286523965734,-30.020067187813282,0.0,0.0,0,0,2.6232823357149964,0,20000,6.862286523965734,331.34834729665704,0,0,331.34834729665704,0.00041937828063964844,1523791511.0763083
-3.641473854233368,86.11831068671734,-0.23900418825073722,7328.563574699612,-996.3585261457666,-913.8816893132827,-20000,-6.348347296657039,0,-43.65165270334296,-8688.75995270324,20000,70,6.986411666147209,-30.597823396728188,0.0,0.0,0,0,2.742784429840365,0,20000,6.986411666147209,331.4455041808001,0,0,331.4455041808001,0.0022890567779541016,1523791511.0892582
-3.74357374558997,86.72498555774212,-0.24362723630684435,7503.8158757133715,-996.25642625441,-913.2750144422579,-20000,-6.445504180800128,0,-43.55449581919987,-8845.858117209205,20000,71,7.112781067821626,-31.16985496711507,0.0,0.0,0,0,2.864598047993787,0,20000,7.112781067821626,331.54136434090697,0,0,331.54136434090697,0.0002510547637939453,1523791511.1003282
-3.844119227088072,87.32351147188524,-0.24818301982783808,7676.871599189781,-996.1558807729119,-912.6764885281148,-20000,-6.541364340906966,0,-43.458635659093034,-9000.622643509152,20000,72,7.241361391300328,-31.736192475918756,0.0,0.0,0,0,2.988689557907706,0,20000,7.241361391300328,331.6359179869298,0,0,331.6359179869298,0.003748655319213867,1523791511.1148882
-3.9431184577341583,87.9138249014278,-0.252671833392621,7847.702315465343,-996.0568815422658,-912.0861750985722,-20000,-6.635917986929826,0,-43.364082013070174,-9153.068640214186,20000,73,7.372119514731959,-32.29687260781614,0.0,0.0,0,0,3.1150254746040167,0,20000,7.372119514731959,331.7291584386976,0,0,331.7291584386976,0.0002791881561279297,1523791511.1260428
-4.040581209479228,88.49588231732923,-0.25709404012794224,8016.285962193888,-995.9594187905208,-911.5041176826708,-20000,-6.729158438697596,0,-43.270841561302404,-9303.213090207388,20000,74,7.505022558877779,-32.85193743195313,0.0,0.0,0,0,3.243572494667988,0,20000,7.505022558877779,331.82108180498426,0,0,331.82108180498426,0.0023217201232910156,1523791511.1389947
-4.136518687936928,89.06965812877843,-0.2614500642097912,8182.606210353602,-995.8634813120631,-910.9303418712216,-20000,-6.82108180498426,0,-43.17891819501574,-9451.07463443455,20000,75,7.640037910798273,-33.40143374592887,0.0,0.0,0,0,3.3742975267728834,0,20000,7.640037910798273,331.9116866924186,0,0,331.9116866924186,0.0002684593200683594,1523791511.150037
-4.230943368168596,89.63514281260359,-0.26574038402538935,8346.651888218137,-995.7690566318314,-910.3648571873964,-20000,-6.911686692418584,0,-43.088313307581416,-9596.673374944856,20000,76,7.777133244726056,-33.94541248113339,0.0,0.0,0,0,3.507167718785578,0,20000,7.777133244726056,332.00097394147053,0,0,332.00097394147053,0.0017397403717041016,1523791511.1625493
