I_12,dif_generated_power1,dif_lambda1,dif_myu_12,dif_myu_lower_p1,dif_myu_lower_v1,dif_myu_upper_p1,dif_myu_upper_v1,dif_voltage1,generated_power1,iteration1,lambda1,modified_dif_voltage1,myu12,myu_lower_p1,myu_lower_v1,myu_upper_p1,myu_upper_v1,original_generated_power1,original_lambda1,original_voltage1,line12,voltage1,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,1523791743.3170376
0,4,0,-1000,0,-25,-30000,-25,0,0,1,0.0,0,0,2.0,0,0,0,0,0.0,350.0,0,350.0,0.0004215240478515625,1523791753.3310163
0.0,2.0,0.0,-1000.0,0,-25.0,-30000,-25.0,0.0,0,2,0.0,0.0,0.0,3.0,0,0,0,0,0.0,350.0,0,350.0,0.7017853260040283,1523791754.043913
35.71428571428555,1.0,12499.999999999944,-964.2857142857144,0,-25.0,-30000,-25.0,0.0,0,3,0.6249999999999972,0.0,0.0,3.5,0,0,0,0,0.6249999999999972,348.2142857142857,0,348.2142857142857,0.004181861877441406,1523791754.0591621
35.89650145772623,-0.12499999999999722,12499.674614743955,-964.1034985422738,0,-23.214285714285722,-30000,-26.785714285714278,2198.774599125355,0,4,1.1871615993336135,6.2499999999999725,0.0,3.4375000000000013,0,0,0,0,1.1871615993336135,346.1145072551615,0,346.1145072551615,0.0071544647216796875,1523791754.0772426
29.831348268244824,-0.6246615993336149,10325.062406620673,-970.1686517317552,0,-21.114507255161527,-30000,-28.885492744838473,3930.9902121259115,0,5,1.5911007136039068,11.249804768846342,0.0,3.125169200333194,0,0,0,0,1.5911007136039068,344.0779283096263,0,344.0779283096263,0.0011909008026123047,1523791754.0893443
24.989127383756227,-0.7162699139371009,8598.207180468195,-975.0108726162438,0,-19.077928309626316,-30000,-30.922071690373684,4921.623072906076,0,6,1.8803932705442858,14.175644332199278,0.0,2.7670342433646438,0,0,0,0,1.8803932705442858,342.1465239877157,0,342.1465239877157,0.0024127960205078125,1523791754.1028998
22.215140012596066,-0.6474275139089296,7600.832935210163,-977.7848599874039,0,-17.146523987715682,-30000,-32.85347601228432,5411.025516326431,0,7,2.105834188266896,15.672512937400306,0.0,2.4433204864101787,0,0,0,0,2.105834188266896,340.28768706606763,0,340.28768706606763,0.00012421607971191406,1523791754.1136246
20.872927224639284,-0.5491546746770748,7102.800127570857,-979.1270727753607,0,-15.287687066067633,-30000,-34.71231293393237,5631.305993361999,0,8,2.300079737692239,16.390862454797535,0.0,2.1687431490716413,0,0,0,0,2.300079737692239,338.4685290487915,0,338.4685290487915,0.0015001296997070312,1523791754.1262045
20.315167503415523,-0.4688228867638804,6876.044862260862,-979.6848324965845,0,-13.468529048791481,-30000,-36.53147095120852,5723.439897132666,0,9,2.480355126601492,16.734148387495196,0.0,1.9343317056897011,0,0,0,0,2.480355126601492,336.6686026545924,0,336.6686026545924,0.0001399517059326172,1523791754.1369638
20.13844862774988,-0.41468683229119296,6779.9833591358465,-979.8615513722501,0,-11.668602654592405,-30000,-38.331397345407595,5759.363673361744,0,10,2.6548010467479486,16.911346792478927,0.0,1.7269882895441047,0,0,0,0,2.6548010467479486,334.8772673642356,0,334.8772673642356,0.0024068355560302734,1523791754.1506543
20.13261787800502,-0.38178933629205325,6741.956059874677,-979.867382121995,0,-9.877267364235593,-30000,-40.12273263576441,5772.2429091721315,0,11,2.8269776237653357,17.020004038371752,0.0,1.536093621398078,0,0,0,0,2.8269776237653357,333.08952465437176,0,333.08952465437176,0.0002033710479736328,1523791754.161821
20.198903615043946,-0.3630712451634137,6728.04320367446,-979.801096384956,0,-8.089524654371758,-30000,-41.91047534562824,5776.271714074759,0,12,2.998343449261208,17.102347755570346,0.0,1.3545579988163712,0,0,0,0,2.998343449261208,331.30319395183614,0,331.30319395183614,0.0013327598571777344,1523791754.17398
20.29421019021072,-0.35290144807757917,6723.536654746711,-979.7057898097893,0,-6.3031939518361355,-30000,-43.696806048163864,5777.143868703403,0,13,3.169459028607018,17.17551262576216,0.0,1.1781072747775816,0,0,0,0,3.169459028607018,329.5173824484861,0,329.5173824484861,0.0001373291015625,1523791754.184986
20.400897041866415,-0.3475663033845997,6722.4501928368845,-979.5991029581336,0,-4.517382448486103,-30000,-45.4826175515139,5776.997865531985,0,14,3.34052445637652,17.24601484140077,0.0,1.0043241230852817,0,0,0,0,3.34052445637652,327.73174701157626,0,327.73174701157626,0.002343893051147461,1523791754.1987104
20.512192699852108,-0.3448485794618019,6722.496748560632,-979.4878073001479,0,-2.7317470115762603,-30000,-47.26825298842374,5776.576062897021,0,15,3.511604263436065,17.31615070531985,0.0,0.8318998333543808,0,0,0,0,3.511604263436065,325.946165181368,0,325.946165181368,0.00022172927856445312,1523791754.2095962
20.625690705607553,-0.34350409679044613,6722.864789709765,-979.3743092943924,0,-0.9461651813679737,-30000,-49.053834818632026,5776.108223651977,0,16,3.6827158393886394,17.386646821375784,0.0,0.6601477849591577,0,0,0,0,3.6827158393886394,324.1605976080306,0,324.1605976080306,0.002642393112182617,1523791754.2233818
9.576590449336209,-0.34286362434779694,3104.353283104184,-990.4234095506638,0,0.8394023919693723,-30000,-50.83940239196937,5712.913074781163,0,17,3.6747074156929584,17.457691991279397,0.0,0.48871597278525925,83.94023919693723,0,0,0,3.6747074156929584,323.7403905203021,0,323.7403905203021,0.00018858909606933594,1523791754.23427
