delta_generated_power4,delta_lambda4,delta_voltage4,dif_generated_power4,dif_lambda4,dif_myu_43,dif_myu_lower_p4,dif_myu_upper_p4,dif_voltage4,generated_power4,iteration4,lambda4,modified_dif_voltage4,myu43,myu_lower_p4,myu_upper_p4,original_generated_power4,original_lambda4,P_43,line43,voltage4,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,1527673181.2138815
0,0.0,0.0,9.82,0,-1000,0,-76,0,0,1,0.0,0,0.0,4.91,0,0,0.0,0,0,350.0,0.0005207061767578125,1527673191.2228067
0,0.0,0.0,4.91,0.0,-1000.0,0,-76,0.0,0,2,0.0,0.0,0.0,7.365,0,0,0.0,0.0,0,350.0,0.0004391670227050781,1527673191.2428715
0,0.09999999999934062,-0.0014285714285620088,2.455,9.999999999934062,-990.0000000000659,0,-76,0.0,0,3,0.09999999999934062,0.0,0.0,8.592500000000001,0,0,0.09999999999934062,9.999999999934062,0,349.99857142857144,0.0004477500915527344,1527673191.2569518
0,0.04999999999967031,-0.0014285714285620088,1.1275000000006585,9.999999999934062,-990.0000000000659,0,-76,349.99999999769216,0,4,0.14999999999901092,349.99999999769216,0.0,9.15625000000033,0,0,0.14999999999901092,9.999999999934062,0,349.9971428571429,0.0034041404724121094,1527673191.271193
0,0.04375000000095497,-0.0013392857142662251,0.513750000000659,9.375000000062528,-990.6249999999375,0,-76,349.99999999769216,0,5,0.1937499999999659,349.99999999769216,0.0,9.41312500000066,0,0,0.1937499999999659,9.375000000062528,0,349.9958035714286,0.0004305839538574219,1527673191.2838893
0,0.04062500000184599,-0.0012500000000272848,0.2131249999993745,8.750000000190994,-991.249999999809,0,-76,328.1250000004476,0,6,0.23437500000181188,328.1250000004476,0.0,9.519687500000348,0,0,0.23437500000181188,8.750000000190994,0,349.9945535714286,0.0022630691528320312,1527673191.2965662
0,0.041015624999651834,-0.0011774553571513025,0.06593749999784038,8.242187500059117,-991.7578124999409,0,-76,289.8437500065753,0,7,0.2753906250014637,289.8437500065753,0.0,9.552656249999268,0,0,0.2753906250014637,8.242187500059117,0,349.99337611607143,0.0028853416442871094,1527673191.3102663
0,0.043164062500220535,-0.0011216517857519648,-0.008046875000731646,7.8515625000648015,-992.1484374999352,0,-76,247.46093750299235,0,8,0.31855468750168425,247.46093750299235,0.0,9.548632812498902,0,0,0.31855468750168425,7.8515625000648015,0,349.9922544642857,0.000133514404296875,1527673191.3256183
0,0.045971679685270495,-0.001079450334827925,-0.04718750000058547,7.556152343596523,-992.4438476564035,0,-76,207.12890625486318,0,9,0.36452636718695475,207.12890625486318,0.0,9.525039062498609,0,0,0.36452636718695475,7.556152343596523,0,349.99117501395085,0.00012373924255371094,1527673191.3367538
0,0.04888916015517425,-0.0010477120535483664,-0.06956542968556301,7.333984374838565,-992.6660156251614,0,-76,171.1547851524797,0,10,0.413415527342129,171.1547851524797,0.0,9.490256347655826,0,0,0.413415527342129,7.333984374838565,0,349.9901273018973,0.002666473388671875,1527673191.3514216
0,0.05165557861464792,-0.0010238865443739087,-0.08367187499795509,7.167205810617361,-992.8327941893826,0,-76,140.11535644068,0,11,0.4650711059567769,140.11535644068,0.0,9.44842041015685,0,0,0.4650711059567769,7.167205810617361,0,349.98910341535293,0.00014400482177734375,1527673191.362237
0,0.05415420532174853,-0.0010060119628860775,-0.09349151611362605,7.042083740202543,-992.9579162597975,0,-76,113.86642456193817,0,12,0.5192253112785254,113.86642456193817,0.0,9.401674652100036,0,0,0.5192253112785254,7.042083740202543,0,349.98809740339004,0.003026247024536133,1527673191.3760629
0,0.056342983245650013,-0.0009926046643613518,-0.10089996337856122,6.948232650728414,-993.0517673492716,0,-76,91.97540283143894,0,13,0.5755682945241755,91.97540283143894,0.0,9.351224670410755,0,0,0.5755682945241755,6.948232650728414,0,349.9871047987257,0.00016045570373535156,1527673191.388984
0,0.05821976661848405,-0.0009825488499473067,-0.10679296493492985,6.877841949631147,-993.1221580503689,0,-76,73.91057014479202,0,14,0.6337880611426595,73.91057014479202,0.0,9.29782818794329,0,0,0.6337880611426595,6.877841949631147,0,349.98612224987573,0.0024886131286621094,1527673191.4019866
0,0.0598034918302941,-0.0009750069039569098,-0.11161624908594947,6.825048327499417,-993.1749516725006,0,-76,59.12894011290018,0,15,0.6935915529729536,59.12894011290018,0.0,9.242020063400316,0,0,0.6935915529729536,6.825048327499417,0,349.9851472429718,0.002469778060913086,1527673191.4150817
0,0.06112331449921948,-0.0009693504231336192,-0.11561161637326955,6.785452961935334,-993.2145470380647,0,-76,47.11850584093736,0,16,0.7547148674721731,47.11850584093736,0.0,9.184214255213682,0,0,0.7547148674721731,6.785452961935334,0,349.98417789254864,0.002547740936279297,1527673191.4284434
0,0.06221218220831004,-0.0009651080572439241,-0.11892912268585487,6.755756400508517,-993.2442435994915,0,-76,37.41767257742595,0,17,0.8169270496804831,37.41767257742595,0.0,9.124749693870754,0,0,0.8169270496804831,6.755756400508517,0,349.9832127844914,0.004586458206176758,1527673191.4435918
0,0.06310307774553714,-0.0009619262814339891,-0.12167674355123703,6.733483970037923,-993.2665160299621,0,-76,29.62233368389434,0,18,0.8800301274260203,29.62233368389434,0.0,9.063911322095136,0,0,0.8800301274260203,6.733483970037923,0,349.98225085820997,0.0026159286499023438,1527673191.457383
0,0.06382693138477691,-0.0009595399492923207,-0.12394144952115549,6.716779645046245,-993.2832203549538,0,-76,23.38605545979908,0,19,0.9438570588107972,23.38605545979908,0.0,9.001940597334558,0,0,0.9438570588107972,6.716779645046245,0,349.9812913182607,0.0021774768829345703,1527673191.4701974
0,0.06441158266908065,-0.0009577502000865934,-0.12579765614535499,6.704251400606154,-993.2957485993938,0,-76,18.41651935886557,0,20,1.0082686414798778,18.41651935886557,0.0,8.93904176926188,0,0,1.0082686414798778,6.704251400606154,0,349.9803335680606,0.0030372142791748047,1527673191.483909
0,0.06488139180991404,-0.0009564078881680871,-0.12731041074175797,6.69485521717661,-993.3051447828234,0,-76,14.47012253296407,0,21,1.0731500332897919,14.47012253296407,0.0,8.875386563891002,0,0,1.0731500332897919,6.69485521717661,0,349.9793771601724,0.003950357437133789,1527673191.4985929
0,0.06525723914260428,-0.0009554011542718399,-0.1285365971807937,6.687808079703927,-993.3121919202961,0,-76,11.345891581044725,0,22,1.1384072724323961,11.345891581044725,0.0,8.811118265300605,0,0,1.1384072724323961,6.687808079703927,0,349.97842175901815,0.003014087677001953,1527673191.512824
0,0.06555674248800192,-0.0009546461037643894,-0.1295255377330009,6.682522726350726,-993.3174772736493,0,-76,8.879393428538151,0,23,1.203964014920398,8.879393428538151,0.0,8.746355496434104,0,0,1.203964014920398,6.682522726350726,0,349.9774671129144,0.0030410289764404297,1527673191.5267162
0,0.06579458338384248,-0.0009540798159264341,-0.1303195113545017,6.678558711485039,-993.321441288515,0,-76,6.937026117056121,0,24,1.2697585983042405,6.937026117056121,0.0,8.681195740756854,0,0,1.2697585983042405,6.678558711485039,0,349.97651303309846,0.0001895427703857422,1527673191.5414708
0,0.06598287409193637,-0.0009536551000337568,-0.1309543390610941,6.675585700236297,-993.3244142997637,0,-76,5.410880372986867,0,25,1.335741472396177,5.410880372986867,0.0,8.615718571226306,0,0,1.335741472396177,6.675585700236297,0,349.9755593779984,0.0001404285430908203,1527673191.5549212
0,0.06613152465256977,-0.0009533365631568813,-0.1314600436224831,6.673355941899217,-993.3266440581008,0,-76,4.214243364956019,0,26,1.4018729970487467,4.214243364956019,0.0,8.549988549415065,0,0,1.4018729970487467,6.673355941899217,0,349.97460604143527,0.0019774436950683594,1527673191.5679493
0,0.06624858696589064,-0.0009530976604423813,-0.13186154646381176,6.671683622897717,-993.3283163771023,0,-76,3.2777448416063635,0,27,1.4681215840146373,3.2777448416063635,0.0,8.48405777618316,0,0,1.4681215840146373,6.671683622897717,0,349.9736529437748,0.00029206275939941406,1527673191.5826995
0,0.06634056450223635,-0.0009529184834491389,-0.1321793601977974,6.67042938394502,-993.329570616055,0,-76,2.546105360497677,0,28,1.5344621485168737,2.546105360497677,0.0,8.417968096084262,0,0,1.5344621485168737,6.67042938394502,0,349.9727000252914,0.00015497207641601562,1527673191.598351
0,0.06641268324948268,-0.0009527841006615745,-0.13243024460113584,6.669488704631021,-993.330511295369,0,-76,1.97542657779195,0,29,1.6008748317663564,1.97542657779195,0.0,8.351752973783695,0,0,1.6008748317663564,6.669488704631021,0,349.9717472411907,0.0001239776611328125,1527673191.611904
0,0.06646912400822602,-0.000952683313585112,-0.13262780555005094,6.668783195095784,-993.3312168049042,0,-76,1.5309555991225352,0,30,1.6673439557745824,1.5309555991225352,0.0,8.28543907100867,0,0,1.6673439557745824,6.668783195095784,0,349.9707945578771,0.00012683868408203125,1527673191.6248214
0,0.06651321835280588,-0.0009526077233203978,-0.1327830267832515,6.6682540630438325,-993.3317459369562,0,-76,1.1852559434273644,0,31,1.7338571741273883,1.1852559434273644,0.0,8.219047557617044,0,0,1.7338571741273883,6.6682540630438325,0,349.9698419501538,0.003497600555419922,1527673191.6398187
0,0.06654761193824776,-0.000952551030536597,-0.13290473174443185,6.667857213756179,-993.3321427862438,0,-76,0.9167213951986923,0,32,1.800404786065636,0.9167213951986923,0.0,8.152595191744828,0,0,1.800404786065636,6.667857213756179,0,349.96888939912327,0.002991914749145508,1527673191.65358
0,0.06657439925387121,-0.0009525085110340115,-0.13299997781046358,6.667559577039128,-993.3324404229609,0,-76,0.7083756156407617,0,33,1.8669791853195072,0.7083756156407617,0.0,8.086095202839596,0,0,1.8669791853195072,6.667559577039128,0,349.96793689061224,0.0015292167663574219,1527673191.6655707
0,0.06659523382960608,-0.0009524766213644398,-0.133074388159103,6.6673363493521265,-993.3326636506479,0,-76,0.5469076474064423,0,34,1.9335744191491133,0.5469076474064423,0.0,8.019558008760045,0,0,1.9335744191491133,6.6673363493521265,0,349.9669844139909,0.0018901824951171875,1527673191.6807177
0,0.06661141783229318,-0.0009524527040980502,-0.13313242790915814,6.667168928686351,-993.3328310713136,0,-76,0.42190018199289625,0,35,2.0001858369814065,0.42190018199289625,0.0,7.952991794805466,0,0,2.0001858369814065,6.667168928686351,0,349.9660319612868,0.002660512924194336,1527673191.6950307
0,0.06662397438701229,-0.0009524347661908905,-0.13317763178687203,6.667043363336234,-993.3329566366638,0,-76,0.3252147244502339,0,36,2.066809811368419,0.3252147244502339,0.0,7.88640297891203,0,0,2.066809811368419,6.667043363336234,0,349.9650795265206,0.00012731552124023438,1527673191.7073038
0,0.06663370571531857,-0.0009524213127747316,-0.13321279028044852,6.6669491892241695,-993.3330508107758,0,-76,0.2505032384624428,0,37,2.1334435170837374,0.2505032384624428,0.0,7.819796583771806,0,0,2.1334435170837374,6.6669491892241695,0,349.9641271052078,0.003489255905151367,1527673191.721904
0,0.0666412396456808,-0.0009524112226699799,-0.13324010085554328,6.666878558490907,-993.3331214415091,0,-76,0.19282157459656446,0,38,2.200084756729418,0.19282157459656446,0.0,7.753176533344035,0,0,2.200084756729418,6.666878558490907,0,349.96317469398514,0.0037453174591064453,1527673191.7370403
0,0.06664706666993725,-0.0009524036550487835,-0.13326129007345244,6.666825585341485,-993.3331744146585,0,-76,0.14832428434328904,0,39,2.2667318233993554,0.14832428434328904,0.0,7.686545888307308,0,0,2.2667318233993554,6.666825585341485,0,349.9622222903301,0.0029757022857666016,1527673191.7514
0,0.06665156937477024,-0.0009523979794039406,-0.13327771170666347,6.666785855827584,-993.3332141441724,0,-76,0.11402428454039182,0,40,2.3333833927741257,0.11402428454039182,0.0,7.619907032453977,0,0,2.3333833927741257,6.666785855827584,0,349.9612698923507,0.0046918392181396484,1527673191.7666192
0,0.06665504572457737,-0.0009523937226845192,-0.1332904252281022,6.666756058592682,-993.3332439414073,0,-76,0.08760402944699308,0,41,2.400038438498703,0.08760402944699308,0.0,7.553261819839926,0,0,2.400038438498703,6.666756058592682,0,349.960317498628,0.0032088756561279297,1527673191.7803636
