delta_generated_power2,delta_lambda2,delta_voltage2,dif_generated_power2,dif_lambda2,dif_myu_21,dif_myu_23,dif_myu_lower_p2,dif_myu_upper_p2,dif_voltage2,generated_power2,iteration2,lambda2,modified_dif_voltage2,myu21,myu23,myu_lower_p2,myu_upper_p2,original_generated_power2,original_lambda2,P_21,P_23,line21,line23,voltage2,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,1527673180.6003468
0,0.0,0.0,17.26,0,-2000,-2500,0,-100,0,0,1,0.0,0,0.0,0.0,8.63,0,0,0.0,0,0,0,0,350.0,0.0005772113800048828,1527673190.6156278
0,0.0,0.0,8.63,0.0,-2000.0,-2500.0,0,-100,0.0,0,2,0.0,0.0,0.0,0.0,12.945,0,0,0.0,0.0,0.0,0,0,350.0,0.608572244644165,1527673191.235551
0,0.09999999999934062,-0.0007142857142525827,4.315000000000001,9.999999999934062,-2000.0,-2490.000000000066,0,-100,0.0,0,3,0.09999999999934062,0.0,0.0,0.0,15.102500000000001,0,0,0.09999999999934062,0.0,9.999999999934062,0,0,349.99928571428575,0.006055355072021484,1527673191.254469
0,0.05000000000165983,-0.0007142857143094261,2.05750000000066,10.000000000133014,-1997.500000000116,-2487.4999999999827,0,-100,699.9999999953843,0,4,0.15000000000100044,699.9999999953843,0.0,0.0,16.131250000000332,0,0,0.15000000000100044,-2.4999999998840394,12.500000000017053,0,0,349.99857142857144,0.006646156311035156,1527673191.2750444
0,0.062499999999090505,-0.0007589285714288962,0.9787499999986693,10.625000000004547,-1996.249999999975,-2485.6249999999704,0,-100,612.5000000133696,0,5,0.21250000000009095,612.5000000133696,0.0,0.0,16.620624999999666,0,0,0.21250000000009095,-3.750000000025011,14.375000000029559,0,0,349.9978125,0.0006837844848632812,1527673191.2868583
0,0.06875000000066578,-0.0008035714286052098,0.42687500000024414,11.250000000075033,-1995.4687499999864,-2484.2187499999113,0,-100,612.5000000011837,0,6,0.28125000000075673,612.5000000011837,0.0,0.0,16.83406249999979,0,0,0.28125000000075673,-4.531250000013642,15.781250000088676,0,0,349.9970089285714,0.0002605915069580078,1527673191.29754
0,0.07148437499774118,-0.0008398437499863576,0.1446874999994563,11.757812499809006,-1994.921874999875,-2483.164062500066,0,-100,645.3125000048842,0,7,0.3527343749984979,645.3125000048842,0.0,0.0,16.906406249999517,0,0,0.3527343749984979,-5.0781250001250555,16.83593749993406,0,0,349.9961690848214,0.002181529998779297,1527673191.311401
0,0.07246093750135629,-0.0008677455357428698,0.0008593750019869617,12.148437500002274,-1994.5214843749852,-2482.3730468749827,0,-100,686.3281249813303,0,8,0.4251953124998542,686.3281249813303,0.0,0.0,16.90683593750051,0,0,0.4251953124998542,-5.478515625014779,17.626953125017053,0,0,349.9953013392857,0.0018634796142578125,1527673191.3240218
0,0.07255859374843743,-0.0008888462611480463,-0.07203125000036281,12.443847656072649,-1994.223632812492,-2481.779785156419,0,-100,726.3183593720469,0,9,0.49775390624829163,726.3183593720469,0.0,0.0,16.870820312500328,0,0,0.49775390624829163,-5.776367187507958,18.220214843580607,0,0,349.9944124930245,0.002723217010498047,1527673191.338529
0,0.07221679687631655,-0.0009047154018162473,-0.10857421874861806,12.666015625029559,-1994.0008544923273,-2481.3348388672975,0,-100,762.2070312357059,0,10,0.5699707031246082,762.2070312357059,0.0,0.0,16.81653320312602,0,0,0.5699707031246082,-5.999145507672665,18.665161132702224,0,0,349.9935077776227,0.00020051002502441406,1527673191.3494477
0,0.07166900634719753,-0.0009166281564034762,-0.12650390625062724,12.832794189449714,-1993.8339233399063,-2481.0011291504566,0,-100,793.2250976621949,0,11,0.6416397094718057,793.2250976621949,0.0,0.0,16.753281250000708,0,0,0.6416397094718057,-6.166076660093722,18.998870849543437,0,0,349.9925911494663,0.002796173095703125,1527673191.363242
0,0.07104568481323659,-0.00092556544711897,-0.1349209594725117,12.95791625966558,-1993.7087631226404,-2480.750846862975,0,-100,819.4686889678692,0,12,0.7126853942850423,819.4686889678692,0.0,0.0,16.685820770264453,0,0,0.7126853942850423,-6.291236877359552,19.249153137025132,0,0,349.9916655840192,0.0018222332000732422,1527673191.375805
0,0.07042064666677872,-0.0009322690963813329,-0.1385061645494935,13.051767349139709,-1993.6149024964038,-2480.563135147264,0,-100,841.3583755446571,0,13,0.783106040951821,841.3583755446571,0.0,0.0,16.616567687989708,0,0,0.783106040951821,-6.385097503596171,19.43686485273588,0,0,349.9907333149228,0.002131223678588867,1527673191.3887181
0,0.06983423232974395,-0.0009372970035883554,-0.1396737289415272,13.122158050435928,-1993.5445094108672,-2480.422351360431,0,-100,859.4228744446145,0,14,0.852940273281565,859.4228744446145,0.0,0.0,16.546730823518946,0,0,0.852940273281565,-6.455490589132751,19.57764863956868,0,0,349.9897960179192,0.0029981136322021484,1527673191.4031959
0,0.06930634379460099,-0.0009410679766119756,-0.13967109680050904,13.174951672567659,-1993.4917151928744,-2480.3167635203067,0,-100,874.2044210350587,0,15,0.922246617076166,874.2044210350587,0.0,0.0,16.47689527511869,0,0,0.922246617076166,-6.508284807125619,19.683236479693278,0,0,349.9888549499426,0.0014901161193847656,1527673191.415489
0,0.06884441077761172,-0.0009438962169951992,-0.13914189219485384,13.214547038131741,-1993.4521196782953,-2480.2375726401633,0,-100,886.2148344518819,0,16,0.9910910278537777,886.2148344518819,0.0,0.0,16.40732432902126,0,0,0.9910910278537777,-6.547880321704724,19.762427359836465,0,0,349.9879110537256,0.002430438995361328,1527673191.4287899
0,0.06844846010273797,-0.0009460173999968902,-0.13841535687503703,13.244243599558558,-1993.4224230796644,-2480.178179480106,0,-100,895.9156624998677,0,17,1.0595394879565156,895.9156624998677,0.0,0.0,16.338116650583743,0,0,1.0595394879565156,-6.577576920335559,19.821820519894118,0,0,349.9869650363256,0.004502296447753906,1527673191.4448242
0,0.06811437457550817,-0.0009476082878450143,-0.13765613854025682,13.266516029631248,-1993.400150639843,-2480.1336346102116,0,-100,903.7110000912589,0,18,1.1276538625320238,903.7110000912589,0.0,0.0,16.269288581313614,0,0,1.1276538625320238,-6.599849360156895,19.866365389788143,0,0,349.98601742803777,0.0026810169219970703,1527673191.4584055
0,0.06783596940820269,-0.0009488014539442702,-0.13694244384563592,13.283220354821879,-1993.383446312464,-2480.100225957642,0,-100,909.9472779602247,0,19,1.1954898319402265,909.9472779602247,0.0,0.0,16.200817359390797,0,0,1.1954898319402265,-6.616553687535998,19.899774042357876,0,0,349.9850686265838,0.0024018287658691406,1527673191.4718015
0,0.06760628499123555,-0.0009496963285187121,-0.13630719133102187,13.295748599063018,-1993.370918067427,-2480.075169468364,0,-100,914.9168139915237,0,20,1.263096116931462,914.9168139915237,0.0,0.0,16.132663763725287,0,0,1.263096116931462,-6.629081932572944,19.924830531635962,0,0,349.9841189302553,0.0029604434967041016,1527673191.4863725
0,0.06741836134244306,-0.000950367484506387,-0.13575988065674705,13.305144782691514,-1993.3615218839975,-2480.0563771013058,0,-100,918.8632107826088,0,21,1.3305144782739051,918.8632107826088,0.0,0.0,16.064783823396912,0,0,1.3305144782739051,-6.638478116002489,19.943622898694002,0,0,349.9831685627708,0.00330352783203125,1527673191.5011141
0,0.0672656733644561,-0.0009508708514545106,-0.13529830167081536,13.312191920363148,-1993.3544747463259,-2480.0422828259625,0,-100,921.9874417484552,0,22,1.3977801516383612,921.9874417484552,0.0,0.0,15.997134672561504,0,0,1.3977801516383612,-6.645525253674123,19.95771717403727,0,0,349.98221769191935,0.00030303001403808594,1527673191.512546
0,0.06714234845802602,-0.0009512483766798141,-0.1349148241998639,13.31747727371635,-1993.3491893931716,-2480.0317121194553,0,-100,924.453939907924,0,23,1.4649225000963872,924.453939907924,0.0,0.0,15.929677260461572,0,0,1.4649225000963872,-6.650810606828372,19.96828788054472,0,0,349.98126644354267,0.0035665035247802734,1527673191.527916
0,0.06704324808592621,-0.0009515315206272135,-0.13459976055795786,13.321441288780989,-1993.345225378306,-2480.023784089525,0,-100,926.3963072263723,0,24,1.5319657481823135,926.3963072263723,0.0,0.0,15.862377380182593,0,0,1.5319657481823135,-6.6547746216940595,19.976215910475048,0,0,349.98031491202204,0.0008547306060791016,1527673191.5391896
0,0.0669639677851388,-0.0009517438785451304,-0.13434312836490525,13.324414299830778,-1993.3422523670572,-2480.0178380672264,0,-100,927.9224529843668,0,25,1.5989297159674523,927.9224529843668,0.0,0.0,15.795205816000141,0,0,1.5989297159674523,-6.657747632942801,19.98216193277358,0,0,349.9793631681435,0.003973722457885742,1527673191.5546389
0,0.06690079129949167,-0.0009519031470404116,-0.1341355319675921,13.32664405836681,-1993.3400226087201,-2480.013378550353,0,-100,929.1190899784706,0,26,1.665830507266944,929.1190899784706,0.0,0.0,15.728138050016346,0,0,1.665830507266944,-6.659977391279881,19.98662144964669,0,0,349.97841126499645,0.0025386810302734375,1527673191.5688553
0,0.06685062173087553,-0.0009520225983692399,-0.1339685572832885,13.328316376771454,-1993.3383502897186,-2480.010033912947,0,-100,930.0555885157464,0,27,1.7326811289978195,930.0555885157464,0.0,0.0,15.661153771374702,0,0,1.7326811289978195,-6.661649710281381,19.989966087052835,0,0,349.9774592423981,0.0032279491424560547,1527673191.58385
0,0.06681090416243984,-0.0009521121868374394,-0.13383490037251944,13.329570615923103,-1993.337096050567,-2480.007525434644,0,-100,930.7872279550775,0,28,1.7994920331602593,930.7872279550775,0.0,0.0,15.594236321188442,0,0,1.7994920331602593,-6.66290394943303,19.992474565356133,0,0,349.97650713021125,0.0024085044860839844,1527673191.597571
0,0.06677954818886822,-0.0009521793782596433,-0.13372835434869934,13.330511295635006,-1993.336155371452,-2480.005644075817,0,-100,931.3579067447463,0,29,1.8662715813491275,931.3579067447463,0.0,0.0,15.527372144014091,0,0,1.8662715813491275,-6.663844628548077,19.994355924183083,0,0,349.975554950833,0.0028769969940185547,1527673191.6111665
0,0.06675485535269643,-0.0009522297717694528,-0.133643725363217,13.331216804971291,-1993.3354498619167,-2480.0042330569454,0,-100,931.8023777582293,0,30,1.933026436701824,931.8023777582293,0.0,0.0,15.460550281332482,0,0,1.933026436701824,-6.664550138083314,19.995766943054605,0,0,349.9746027210612,0.003180265426635742,1527673191.625133
0,0.06673545384365065,-0.0009522675669586533,-0.1335767180343046,13.331745937222195,-1993.3349207298647,-2480.0031747926423,0,-100,932.1480773999974,0,31,1.9997618905454746,932.1480773999974,0.0,0.0,15.39376192231533,0,0,1.9997618905454746,-6.665079270135266,19.99682520735746,0,0,349.97365045349426,0.0030231475830078125,1527673191.638713
0,0.06672024129040421,-0.0009522959132937103,-0.1335238128608025,13.332142785912993,-1993.334523880577,-2480.002381094664,0,-100,932.4166119621568,0,32,2.066482131835879,932.4166119621568,0.0,0.0,15.327000015884929,0,0,2.066482131835879,-6.6654761194229195,19.997618905335912,0,0,349.97269815758096,0.002689361572265625,1527673191.6525724
0,0.06670833582115199,-0.0009523171730734248,-0.13348214772080613,13.332440422828995,-1993.33422624386,-2480.0017858210313,0,-100,932.6249576999289,0,33,2.133190467657031,932.6249576999289,0.0,0.0,15.260258942024526,0,0,2.133190467657031,-6.66577375613997,19.998214178968965,0,0,349.9717458404079,0.004204988479614258,1527673191.6699345
0,0.06669903466873528,-0.0009523331178797889,-0.1334494096815555,13.332663650317045,-1993.334003016173,-2480.001339365856,0,-100,932.7864256820903,0,34,2.199889502325766,932.7864256820903,0.0,0.0,15.193534237183748,0,0,2.199889502325766,-6.665996983826972,19.998660634144017,0,0,349.97079350729,0.0002434253692626953,1527673191.6812224
0,0.06669177977370477,-0.0009523450765414054,-0.13342373950951236,13.332831071181772,-1993.3338355955073,-2480.0010045243253,0,-100,932.9114331335841,0,35,2.266581282099471,932.9114331335841,0.0,0.0,15.126822367428991,0,0,2.266581282099471,-6.666164404492747,19.99899547567452,0,0,349.96984116221347,0.0019996166229248047,1527673191.6939485
0,0.06668612932409079,-0.0009523540454665635,-0.1334036495284603,13.332956636730842,-1993.3337100299582,-2480.0007533932276,0,-100,933.0081186050484,0,36,2.3332674114235616,933.0081186050484,0.0,0.0,15.06012054266476,0,0,2.3332674114235616,-6.666289970041817,19.999246606772658,0,0,349.968888808168,0.0020751953125,1527673191.7069645
0,0.06668173453198945,-0.0009523607722030647,-0.13338795408832071,13.333050811041858,-1993.3336158558461,-2480.0005650448043,0,-100,933.0828300980047,0,37,2.399949145955551,933.0828300980047,0.0,0.0,14.9934265656206,0,0,2.399949145955551,-6.666384144153881,19.99943495519574,0,0,349.9679364473958,0.004174947738647461,1527673191.7222884
0,0.06667832071948032,-0.0009523658172838623,-0.13337571157615002,13.33312144177512,-1993.3335452253118,-2480.0004237835365,0,-100,933.1405117757931,0,38,2.4666274666750314,933.1405117757931,0.0,0.0,14.926738709832525,0,0,2.4666274666750314,-6.666454774688191,19.99957621646331,0,0,349.9669840815785,0.0031557083129882812,1527673191.7364864
0,0.0666756720666335,-0.0009523696010091953,-0.13336617650755533,13.333174414327686,-1993.3334922521624,-2480.0003178378347,0,-100,933.1850090730077,0,39,2.533303138741665,933.1850090730077,0.0,0.0,14.860055621578748,0,0,2.533303138741665,-6.666507747837613,19.9996821621653,0,0,349.9660317119775,0.0033326148986816406,1527673191.7503977
0,0.06667361937073935,-0.000952372438916882,-0.13335876032041183,13.333214144438443,-1993.3334525226485,-2480.0002383782103,0,-100,933.219309031032,0,40,2.5999767581124043,933.219309031032,0.0,0.0,14.793376241418542,0,0,2.5999767581124043,-6.666547477351514,19.999761621789958,0,0,349.9650793395386,0.005967378616333008,1527673191.7670567
0,0.0666720301770356,-0.0009523745672481709,-0.13335299953094504,13.333243941474393,-1993.3334227252146,-2480.00017878374,0,-100,933.2457293279149,0,41,2.66664878828944,933.2457293279149,0.0,0.0,14.72669974165307,0,0,2.66664878828944,-6.666577274785368,19.99982121625976,0,0,349.96412696497134,0.003040790557861328,1527673191.7811773
0,0.06667080104144718,-0.0009523761635250594,-0.1333485299425079,13.333266289549783,-1993.3334003773382,-2480.0001340877884,0,-100,933.2660659567118,0,42,2.733319589330887,933.2660659567118,0.0,0.0,14.660025476681815,0,0,2.733319589330887,-6.666599622661806,19.99986591221159,0,0,349.9631745888078,0.0015347003936767578,1527673191.7938087
0,0.06666985125354508,-0.0009523773607611474,-0.13334506601270046,13.333283050656064,-1993.3333836164309,-2480.000100565775,0,-100,933.2817095422179,0,43,2.799989440584432,933.2817095422179,0.0,0.0,14.593352943675464,0,0,2.799989440584432,-6.666616383569135,19.9998994342252,0,0,349.96222221144706,0.0019779205322265625,1527673191.8063116
0,0.06666911795847064,-0.0009523782586597918,-0.13334238425989486,13.333295621237085,-1993.333371045651,-2480.000075424414,0,-100,933.2937355546055,0,44,2.8666585585429027,933.2937355546055,0.0,0.0,14.526681751545517,0,0,2.8666585585429027,-6.6666289543491075,19.999924575586192,0,0,349.9612698331884,0.003512144088745117,1527673191.820645
0,0.06666855227523572,-0.000952378932083775,-0.1333403100884185,13.33330504917285,-1993.3333616175162,-2480.000056568343,0,-100,933.3029750308997,0,45,2.9333271108181385,933.3029750308997,0.0,0.0,14.460011596501309,0,0,2.9333271108181385,-6.666638382483825,19.999943431656675,0,0,349.9603174542563,0.003033876419067383,1527673191.834712
0,0.06666811622995583,-0.000952379437194395,-0.13333870731944542,13.333312120323626,-1993.3333545465644,-2480.0000424262407,0,-100,933.310069625928,0,46,2.9999952270480943,933.310069625928,0.0,0.0,14.393342242841586,0,0,2.9999952270480943,-6.666645453435649,19.999957573759275,0,0,349.9593650748191,0.0022153854370117188,1527673191.848071
0,0.06666778035284837,-0.0009523798159420949,-0.13333746988967832,13.33331742338828,-1993.3333492431018,-2480.0000318197135,0,-100,933.3155143344848,0,47,3.0666630074009427,933.3155143344848,0.0,0.0,14.326673507896746,0,0,3.0666630074009427,-6.666650756898207,19.999968180286487,0,0,349.9584126950032,0.002092599868774414,1527673191.861163
0,0.06666752182346602,-0.0009523801001023458,-0.13333651529768753,13.333321401233889,-1993.333345265853,-2480.000023864619,0,-100,933.3196906442208,0,48,3.1333305292244087,933.3196906442208,0.0,0.0,14.260005250247902,0,0,3.1333305292244087,-6.6666547341469595,19.999976135380848,0,0,349.9574603149031,0.0017740726470947266,1527673191.8736367
0,0.0666673229441912,-0.0009523803131514796,-0.13333577947230912,13.333324383921763,-1993.3333422825683,-2480.0000178986465,0,-100,933.3228925303702,0,49,3.1999978521686,933.3228925303702,0.0,0.0,14.193337360511748,0,0,3.1999978521686,-6.66665771743169,19.999982101353453,0,0,349.9565079345899,0.003025531768798828,1527673191.8873985
0,0.06666717006390277,-0.0009523804729383301,-0.13333521268034643,13.333326621335573,-1993.3333400453535,-2480.000013424018,0,-100,933.3253460923443,0,50,3.2666650222325027,933.3253460923443,0.0,0.0,14.126669754171575,0,0,3.2666650222325027,-6.666659954646548,19.99998657598212,0,0,349.955555554117,0.002766847610473633,1527673191.90061
0,0.06666705260562944,-0.0009523805928211004,-0.13333477640407576,13.333328299495406,-1993.3333383673926,-2480.000010067897,0,-100,933.3272254505464,0,51,3.333332074838132,933.3272254505464,0.0,0.0,14.060002365969536,0,0,3.333332074838132,-6.666661632607429,19.999989932102835,0,0,349.95460317352416,0.002914905548095703,1527673191.9145043
0,0.06666696241154035,-0.0009523806826905457,-0.13333444080766688,13.333329557866591,-1993.3333371088224,-2480.000007550956,0,-100,933.3286643397587,0,52,3.3999990372496725,933.3286643397587,0.0,0.0,13.993335145565704,0,0,3.3999990372496725,-6.666662891177566,19.999992449044157,0,0,349.9536507928415,0.0033273696899414062,1527673191.9289296
0,0.06666689319675223,-0.0009523807501636838,-0.13333418281537446,13.33333050189367,-1993.3333361649943,-2480.0000056631006,0,-100,933.3297655105816,0,53,3.4666659304464247,933.3297655105816,0.0,0.0,13.926668054158016,0,0,3.4666659304464247,-6.666663835005693,19.999994336899363,0,0,349.9526984120913,0.0021486282348632812,1527673191.9420004
0,0.06666684010090584,-0.0009523808006974832,-0.13333398460443924,13.333331209565813,-1993.3333354569243,-2480.0000042473584,0,-100,933.3306079265312,0,54,3.5333327705473305,933.3306079265312,0.0,0.0,13.860001061855797,0,0,3.5333327705473305,-6.66666454307574,19.999995752641553,0,0,349.9517460312906,0.002781391143798828,1527673191.955358
0,0.06666679939878284,-0.0009523808386120436,-0.13333383240312635,13.33333174056861,-1993.3333349261204,-2480.0000031855516,0,-100,933.3312520966429,0,55,3.5999995699461134,933.3312520966429,0.0,0.0,13.793334145654235,0,0,3.5999995699461134,-6.666665073879585,19.999996814448195,0,0,349.950793650452,0.0029838085174560547,1527673191.969976
0,0.06666676820735074,-0.0009523808670905964,-0.1333337156003469,13.333332138870446,-1993.3333345280175,-2480.000002389147,0,-100,933.3317445389548,0,56,3.666666338153464,933.3317445389548,0.0,0.0,13.726667287854061,0,0,3.666666338153464,-6.666665471982469,19.999997610852915,0,0,349.9498412695849,0.0026810169219970703,1527673191.9841943
0,0.06666674431264186,-0.0009523808884068785,-0.13333362600752396,13.333332437298395,-1993.3333342291917,-2480.0000017918933,0,-100,933.3321208447887,0,57,3.733333082466106,933.3321208447887,0.0,0.0,13.6600004748503,0,0,3.733333082466106,-6.666665770808322,19.999998208106717,0,0,349.9488888886965,0.004076242446899414,1527673191.9986024
0,0.066666726020435,-0.0009523809043798792,-0.13333355731640406,13.333332661119357,-1993.3333340051718,-2480.000001344052,0,-100,933.3324082706204,0,58,3.799999808486541,933.3324082706204,0.0,0.0,13.593333696192097,0,0,3.799999808486541,-6.666665994828236,19.999998655947593,0,0,349.9479365077921,0.0025298595428466797,1527673192.0120726
0,0.06666671202370944,-0.0009523809163738406,-0.13333350467863658,13.333332829233768,-1993.3333338372563,-2480.0000010080225,0,-100,933.3326277607957,0,59,3.8666665205102504,933.3326277607957,0.0,0.0,13.52666694385278,0,0,3.8666665205102504,-6.666666162743695,19.999998991977463,0,0,349.94698412687575,0.0033724308013916016,1527673192.0260057
0,0.06666670131520602,-0.0009523809254119442,-0.1333334643630284,13.333332955369315,-1993.3333337113197,-2480.00000075595,0,-100,933.3327953388216,0,60,3.9333332218254564,933.3327953388216,0.0,0.0,13.460000211671264,0,0,3.9333332218254564,-6.66666628868029,19.999999244049604,0,0,349.94603174595034,0.0013844966888427734,1527673192.0386968
0,0.06666669312303286,-0.0009523809321194676,-0.13333343349671933,13.333333049672547,-1993.3333336168175,-2480.000000567145,0,-100,933.332923231701,0,61,3.9999999149484893,933.332923231701,0.0,0.0,13.393333494922905,0,0,3.9999999149484893,-6.6666663831824735,19.99999943285502,0,0,349.9450793650182,0.0025281906127929688,1527673192.052897
