I_32,dif_generated_power3,dif_lambda3,dif_myu_32,dif_myu_lower_p3,dif_myu_lower_v3,dif_myu_upper_p3,dif_myu_upper_v3,dif_voltage3,generated_power3,iteration3,lambda3,modified_dif_voltage3,myu32,myu_lower_p3,myu_lower_v3,myu_upper_p3,myu_upper_v3,original_generated_power3,original_lambda3,original_voltage3,line32,voltage3,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,1523627901.3890994
0,0,0,-1000,-50000,-25,50000,-25,0,-50000,1,0.0,0,0,0,0,0.0,0,-50000,0.0,350.0,0,350.0,0.0019402503967285156,1523627911.4002695
0.0,0.0,50000.0,-1000.0,0,-25.0,0,-25.0,0.0,-50000,2,0.0,0.0,0.0,0,0,0.0,0,-50000,0.0,342.85714285714283,0,342.85714285714283,0.005921363830566406,1523627911.417162
-71.42857142857167,0.0,25510.20408163257,-928.5714285714283,0,-17.857142857142833,0,-32.14285714285717,0.0,-50000,3,0.0,0.0,0.0,0,0,0.0,0,-50000,0.0,339.2128279883382,0,339.2128279883382,0.007353544235229492,1523627911.4356842
-90.01457725947546,0.0,19465.900687638576,-909.9854227405245,0,-14.212827988338177,0,-35.78717201166182,-4352.678571428586,-50000,4,0.012436224489795962,-12.500000000000043,0.0,0,0,0.0,0,-50000,0.012436224489795962,337.05379625745104,0,337.05379625745104,0.00013375282287597656,1523627911.446443
-87.37503498602962,-0.012436224489795962,20549.912759831117,-912.6249650139704,0,-12.05379625745104,0,-37.94620374254896,-8582.331385231311,-50000,5,0.03695717130474257,-24.813111724281647,0.0,0,0,0.006218112244897981,0,-50000,0.03695717130474257,335.34414177536536,0,335.34414177536536,0.0015518665313720703,1523627911.4586947
-81.0536032338041,-0.030739059059844587,22819.148985758988,-918.9463967661959,0,-10.344141775365358,0,-39.65585822463464,-11214.595942524042,-50000,6,0.06899887399766841,-32.63537972898932,0.0,0,0,0.021587641774820275,0,-50000,0.06899887399766841,333.68634848347466,0,333.68634848347466,0.00013518333435058594,1523627911.4695752
-77.3544214803951,-0.04741123222284813,24187.885557155303,-922.6455785196049,0,-8.68634848347466,0,-41.31365151652534,-12548.879329625013,-50000,7,0.10485281493945417,-36.723504292071766,0.0,0,0,0.045293257886244345,0,-50000,0.10485281493945417,332.0236333081132,0,332.0236333081132,0.00074005126953125,1523627911.4810853
-76.12959155446845,-0.059559557053209825,24723.17640982274,-923.8704084455316,0,-7.023633308113176,0,-42.976366691886824,-13386.467228376467,-50000,8,0.14309986416338694,-39.36708446944405,0.0,0,0,0.07507303641284926,0,-50000,0.14309986416338694,330.4041034250494,0,330.4041034250494,0.00013589859008789062,1523627911.491952
-75.32169979158425,-0.06802682775053767,25113.401311910875,-924.6783002084157,0,-5.4041034250494135,0,-44.59589657495059,-14305.84140163033,-50000,9,0.1839736967394736,-42.26916574453474,0.0,0,0,0.1090864502881181,0,-50000,0.1839736967394736,328.8601662950093,0,328.8601662950093,0.001844644546508789,1523627911.5042877
-73.46349546250678,-0.07488724645135551,25840.782665587358,-926.5365045374932,0,-3.8601662950093214,0,-46.13983370499068,-15490.860235366434,-50000,10,0.22823329741194914,-45.99503223487912,0.0,0,0,0.14653007351379585,0,-50000,0.22823329741194914,327.3816059478349,0,327.3816059478349,0.00013637542724609375,1523627911.514783
-68.22628436929847,-0.0817032238981533,27663.9694553254,-931.7737156307015,0,-2.3816059478348848,0,-47.618394052165115,-16832.034198170022,-50000,11,0.27632482369243494,-50.27132947431136,0.0,0,0,0.18738168546287248,0,-50000,0.27632482369243494,325.8341866253841,0,325.8341866253841,0.0014374256134033203,1523627911.5270054
-66.3623760431392,-0.08894313822956246,28376.869179455865,-933.6376239568608,0,-0.8341866253841204,0,-49.16581337461588,-17063.253615743626,-50000,12,0.32507697688027387,-51.212310121938536,0.0,0,0,0.2318532545776537,0,-50000,0.32507697688027387,324.2179558305681,0,324.2179558305681,0.0001881122589111328,1523627911.5375998
-67.91400349898538,-0.09322372230262016,27981.06061328891,-932.0859965010146,0,0.7820441694319129,0,-50.78204416943191,-16577.0602900887,-50000,13,0.3724400062805273,-49.94694386579323,0.0,0,78.20441694319129,0.2784651157289638,0,-50000,0.3724400062805273,323.37085709668565,0,323.37085709668565,0.002547025680541992,1523627911.551366
