I_21,I_23,delta_generated_power2,delta_lambda2,delta_voltage2,dif_generated_power2,dif_lambda2,dif_myu_21,dif_myu_23,dif_myu_lower_p2,dif_myu_lower_v2,dif_myu_upper_p2,dif_myu_upper_v2,dif_voltage2,generated_power2,iteration2,lambda2,modified_dif_voltage2,myu21,myu23,myu_lower_p2,myu_lower_v2,myu_upper_p2,myu_upper_v2,original_generated_power2,original_lambda2,original_voltage2,line21,line23,voltage2,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,350,0,1529228162.7979832
0.0,0.0,0,0.0,0.0,4.0,0.0,-1000.0,-1000.0,0,-25,-15000,-25,0.0,0,1,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,350.0,0,0,350.0,0.0006575584411621094,1529228163.300973
17.85714285714281,0.0,0,0.006249999999999983,-0.35487167840108214,2.0,6249.999999999984,-982.1428571428572,-1000.0,0,-25.0,-15000,-25.0,0.0,0,2,0.006249999999999983,0.0,0.0,0.0,3.0,0,0,0,0,0.006249999999999983,349.6451283215989,0,0,349.6451283215989,0.28716111183166504,1529228163.5992763
29.16388722739121,-2.2321428571428066,0,0.006272419189251045,-0.5414914385676184,0.99375,9416.553216260001,-970.8361127726088,-997.7678571428572,0,-24.645128321598918,-15000,-25.354871678401082,27.659171616599693,0,3,0.012522419189251028,0.07862499999999979,0.0,0.0,3.496875,0,0,0,0,0.012522419189251028,349.1036368830313,0,0,349.1036368830313,0.001257181167602539,1529228163.611141
36.54315312191448,-5.119360931753488,0,0.006616536266820995,-0.6331641252250506,0.4906025808107488,10970.160138241798,-963.4568468780856,-994.8806390682465,0,-24.1036368830313,-15000,-25.8963631169687,38.239826726686005,0,4,0.019138955456072023,0.10814717917227157,0.0,0.0,3.7421762904053746,0,0,0,0,0.019138955456072023,348.47047275780625,0,0,348.47047275780625,0.0015423297882080078,1529228163.6239905
41.57138002223696,-7.871161321806081,0,0.0071094698498815195,-0.6789457978398445,0.2386847541385534,11743.531142580612,-958.428619977763,-992.1288386781939,0,-23.47047275780625,-15000,-26.52952724219375,40.62921160110047,0,5,0.026248425305953543,0.11406519205547219,0.0,0.0,3.8615186674746513,0,0,0,0,0.026248425305953543,347.7915269599664,0,0,347.7915269599664,0.002103090286254883,1529228163.637538
45.11843752536011,-10.217060617451978,0,0.007593444467958874,-0.7026211320228981,0.11223290721939512,12138.403167806679,-954.8815624746398,-989.782939382548,0,-22.791526959966404,-15000,-27.208473040033596,39.77036485494168,0,6,0.03384186977391242,0.11054411576180945,0.0,0.0,3.917635121084349,0,0,0,0,0.03384186977391242,347.0889058279435,0,0,347.0889058279435,0.0011878013610839844,1529228163.6497123
47.68707344775709,-12.113217514404418,0,0.008009734600082676,-0.7155555796686031,0.04852300914173861,12347.290731988276,-952.3129265522429,-987.8867824855956,0,-22.088905827943506,-15000,-27.911094172056494,37.87882311264649,0,7,0.04185160437399509,0.10392546278016818,0.0,0.0,3.941896625655218,0,0,0,0,0.04185160437399509,346.3733502482749,0,0,346.3733502482749,0.0002658367156982422,1529228163.6609118
49.584410335211516,-13.60319836390337,0,0.008346245920622185,-0.7231959936492558,0.016251769970786763,12462.932936495337,-950.4155896647885,-986.3968016360966,0,-21.373350248274903,-15000,-28.626649751725097,35.875912548066786,0,8,0.05019785029461728,0.0968476068897503,0.0,0.0,3.9500225106406117,0,0,0,0,0.05019785029461728,345.65015425462565,0,0,345.65015425462565,0.00440669059753418,1529228163.6761355
51.00813419490873,-14.75624671334119,0,0.008609461847080724,-0.7281715724141691,-0.00022036093522899425,12530.47050002515,-948.9918658050913,-985.2437532866588,0,-20.650154254625647,-15000,-29.349845745374353,34.09927870241491,0,9,0.058807312141698,0.09028503300213031,0.0,0.0,3.9499123301729973,0,0,0,0,0.058807312141698,344.9219826822115,0,0,344.9219826822115,0.0033397674560546875,1529228163.6905272
52.09121119549301,-15.641702673197985,0,0.008811611237119835,-0.7317664309478573,-0.008719642314695256,12572.236747302164,-947.908788804507,-984.358297326802,0,-19.92198268221148,-15000,-30.07801731778852,32.63559976257044,0,10,0.06761892337881784,0.08449940502369724,0.0,0.0,3.94555250901565,0,0,0,0,0.06761892337881784,344.1902162512636,0,0,344.1902162512636,0.003012418746948242,1529228163.7044988
52.9261457528494,-16.31979778274278,0,0.008965286317620252,-0.7346190121348855,-0.013171432394467636,12599.546824000005,-947.0738542471506,-983.6802022172573,0,-19.19021625126362,-15000,-30.80978374873638,31.472063045643417,0,11,0.07658420969643809,0.07947009400821947,0.0,0.0,3.938966792818416,0,0,0,0,0.07658420969643809,343.45559723912874,0,0,343.45559723912874,0.0036857128143310547,1529228163.7197833
53.57886337241079,-16.83954858378627,0,0.00908148915673987,-0.7370549716970345,-0.015551002514854084,12618.323302883386,-946.4211366275892,-983.1604514162137,0,-18.455597239128736,-15000,-31.544402760871264,30.562996377426515,0,12,0.08566569885317796,0.0750823259133434,0.0,0.0,3.931191291560989,0,0,0,0,0.08566569885317796,342.7185422674317,0,0,342.7185422674317,0.004027128219604492,1529228163.7362254
54.09712189300088,-17.239478537384027,0,0.0091691640690085,-0.7392462835927063,-0.016856990414166745,12631.7978022499,-945.9028781069991,-982.760521462616,0,-17.7185422674317,-15000,-32.2814577325683,29.857593042237273,0,13,0.09483486292218646,0.07120499379649048,0.0,0.0,3.9227627963539056,0,0,0,0,0.09483486292218646,341.979295983839,0,0,341.979295983839,0.002960205078125,1529228163.7502525
