I_12,delta_generated_power1,delta_lambda1,delta_voltage1,dif_generated_power1,dif_lambda1,dif_myu_12,dif_myu_lower_p1,dif_myu_lower_v1,dif_myu_upper_p1,dif_myu_upper_v1,dif_voltage1,generated_power1,iteration1,lambda1,modified_dif_voltage1,myu12,myu_lower_p1,myu_lower_v1,myu_upper_p1,myu_upper_v1,original_generated_power1,original_lambda1,original_voltage1,line12,voltage1,time step,current time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,1527072137.9060745
0,0,0.0,0.0,4,0,-1000,0,-25,-40000,-25,0,0,1,0.0,0,0,2.0,0,0,0,0,0.0,350.0,0,350.0,0.00040411949157714844,1527072147.9171817
0.0,0,0.0,0.0,2.0,0.0,-1000.0,0,-25.0,-40000,-25.0,0.0,0,2,0.0,0.0,0.0,3.0,0,0,0,0,0.0,350.0,0,350.0,0.003664731979370117,1527072147.9321554
35.71428571428555,0,0.012499999999999943,-1.7857142857142776,1.0,12499.999999999944,-964.2857142857144,0,-25.0,-40000,-25.0,0.0,0,3,0.012499999999999943,0.0,0.0,3.5,0,0,0,0,0.012499999999999943,348.2142857142857,0,348.2142857142857,0.00015854835510253906,1527072147.9462163
35.89650145772623,0,0.006217461474385797,-1.7919500152466412,0.48750000000000004,12499.674614743955,-964.1034985422738,0,-23.214285714285722,-40000,-26.785714285714278,43.975491982507094,0,4,0.01871746147438574,0.12499999999999943,0.0,3.74375,0,0,0,0,0.01871746147438574,346.4223356990391,0,346.4223356990391,0.00031113624572753906,1527072147.9573686
35.956507707020364,0,0.006142261141076789,-1.7857620738775495,0.23753253852561435,12456.137383446494,-964.0434922929796,0,-21.42233569903908,-40000,-28.57766430096092,44.19713369658791,0,5,0.02485972261546253,0.12499349229487809,0.0,3.862516269262807,0,0,0,0,0.02485972261546253,344.63657362516153,0,344.63657362516153,0.0015873908996582031,1527072147.9709623
36.14088976889093,0,0.006161729174813026,-1.7856469457736353,0.11262400812173047,12455.472417715226,-963.8591102311091,0,-19.63657362516153,-40000,-30.36342637483847,44.056202700315396,0,6,0.031021451790275555,0.12391938834895297,0.0,3.918828273323672,0,0,0,0,0.031021451790275555,342.8509266793879,0,342.8509266793879,0.00013065338134765625,1527072147.981936
36.32947120630945,0,0.006161466505152428,-1.7856645362001586,0.05015027488605232,12455.592868855334,-963.6705287936906,0,-17.850926679387896,-40000,-32.1490733206121,44.05888454592035,0,7,0.03718291829542798,0.12323904151871093,0.0,3.943903410766698,0,0,0,0,0.03718291829542798,341.06526214318774,0,341.06526214318774,0.0026733875274658203,1527072147.9959567
36.51965300906909,0,0.006160370193654514,-1.7856645043927415,0.01891367093787387,12455.585026916404,-963.4803469909309,0,-16.065262143187738,-40000,-33.93473785681226,44.066503832833234,0,8,0.0433432884890825,0.12255204424896995,0.0,3.953360246235635,0,0,0,0,0.0433432884890825,339.279597638795,0,339.279597638795,0.0001304149627685547,1527072148.0070395
36.7118144375047,0,0.006159291707238841,-1.7856633680589198,0.0032964652752825244,12455.5696309467,-963.2881855624953,0,-14.279597638794996,-40000,-35.720402361205004,44.07394546595501,0,9,0.04950258019632134,0.12184296330025685,0.0,3.9550084788732764,0,0,0,0,0.04950258019632134,337.4939342707361,0,337.4939342707361,0.002261638641357422,1527072148.02156
36.90600856140463,0,0.006158195169120431,-1.7856622199467438,-0.004511059069597784,12455.554027617918,-963.0939914385954,0,-12.493934270736077,-40000,-37.50606572926392,44.08151200948238,0,10,0.05566077536544177,0.12111211202973732,0.0,3.9527529493384774,0,0,0,0,0.05566077536544177,335.70827205078933,0,335.70827205078933,0.0001308917999267578,1527072148.032411
37.10226748140883,0,0.006157075393489836,-1.7856610491904235,-0.008413724703919198,12455.53810534995,-962.8977325185912,0,-10.708272050789333,-40000,-39.29172794921067,44.08923898302083,0,11,0.061817850758931606,0.12035901294217533,0.0,3.948546086986518,0,0,0,0,0.061817850758931606,333.9226110015989,0,333.9226110015989,0.0017974376678466797,1527072148.0450184
37.30062418967975,0,0.006155931636925474,-1.785659850385514,-0.010363937745449484,12455.521821407263,-962.6993758103202,0,-8.92261100159891,-40000,-41.07738899840109,44.09713129137245,0,12,0.06797378239585708,0.11958308151446945,0.0,3.9433641181137933,0,0,0,0,0.06797378239585708,332.1369511512134,0,332.1369511512134,0.00176239013671875,1527072148.0581489
37.50111248032965,0,0.0061547632653534134,-1.785658622469441,-0.011337900509650362,12455.505163995409,-962.4988875196703,0,-7.136951151213395,-40000,-42.863048848786605,44.10519329049394,0,13,0.0741285456612105,0.11878371369362273,0.0,3.9376951678589682,0,0,0,0,0.0741285456612105,330.35129252874395,0,330.35129252874395,0.00018978118896484375,1527072148.0730395
37.703766882179366,0,0.006153569614927024,-1.7856573646121205,-0.011823713520178719,12455.488122730405,-962.2962331178206,0,-5.351292528743954,-40000,-44.648707471256046,44.11342955462365,0,14,0.08028211527613752,0.11796028756188792,0.0,3.931783311098879,0,0,0,0,0.08028211527613752,328.56563516413183,0,328.56563516413183,0.0001583099365234375,1527072148.0868418
35.65635164131834,0,0.005460225041315367,-1.679891201735586,-0.012065426375016425,11715.451824665395,-964.3436483586817,0,-3.565635164131834,-40000,-46.434364835868166,43.786587483450205,0,15,0.08574234031745288,0.11711216251649403,0.0,3.9257505979113705,0,0,0,0,0.08574234031745288,326.88574396239625,0,326.88574396239625,0.00020766258239746094,1527072148.0994663
